instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,off_balance_type,notional_amount,draw_down_probability,expiry_date,settlement_date,derivative_type,pay_leg_currency,receive_leg_currency,pay_leg_amount,receive_leg_amount,is_payer,utilized_amount,available_amount,data_source,version
OFF_BAL_00000543,off_balance,99999,7910211.24421174,RUB,2024-09-07,,,CPTY_OFF_BAL_0043,corporate,2024-12-31,guarantee,7910211.24421174,0.23651118521082493,2026-10-18,,,,,,,,2657662.7945053075,5252548.449706432,mock_generator,1.0
OFF_BAL_00000544,off_balance,99999,294937.82860914967,USD,2024-10-16,,,CPTY_OFF_BAL_0044,bank,2024-12-31,forward,294937.82860914967,,2025-09-17,2025-09-17,FX_FORWARD,USD,EUR,294937.82860914967,25069715.431777723,,,,mock_generator,1.0
OFF_BAL_00000545,off_balance,99999,16463053.798596082,RUB,2024-08-31,,,CPTY_OFF_BAL_0045,bank,2024-12-31,guarantee,16463053.798596082,0.22344771400344918,2027-01-07,,,,,,,,7263458.018438039,9199595.780158043,mock_generator,1.0
OFF_BAL_00000546,off_balance,99999,11764.70588235294,USD,2024-11-15,,,CPTY_OFF_BAL_0046,corporate,2024-12-31,credit_line,11764.70588235294,0.3059206286441784,2026-09-13,,,,,,,,1462.724339189896,10301.981543163045,mock_generator,1.0
OFF_BAL_00000547,off_balance,99999,41791460.15467949,RUB,2024-08-29,,,CPTY_OFF_BAL_0047,corporate,2024-12-31,guarantee,41791460.15467949,0.5879283251917085,2026-09-16,,,,,,,,4308461.262719569,37482998.89195992,mock_generator,1.0
OFF_BAL_00000548,off_balance,99999,4844163.232408437,RUB,2024-07-20,,,CPTY_OFF_BAL_0048,bank,2024-12-31,guarantee,4844163.232408437,0.38078765422421523,2026-07-17,,,,,,,,1646297.7835847426,3197865.448823694,mock_generator,1.0
OFF_BAL_00000549,off_balance,99999,11764.70588235294,USD,2024-08-27,,,CPTY_OFF_BAL_0049,bank,2024-12-31,credit_line,11764.70588235294,0.38286981861650693,2026-04-20,,,,,,,,2848.989484101572,8915.716398251368,mock_generator,1.0
OFF_BAL_00000550,off_balance,99999,18722730.838093624,RUB,2024-12-26,,,CPTY_OFF_BAL_0050,corporate,2024-12-31,credit_line,18722730.838093624,0.35252117220970913,2026-01-19,,,,,,,,2855542.735999981,15867188.102093643,mock_generator,1.0
OFF_BAL_00000551,off_balance,99999,6971244.9216545345,RUB,2024-09-05,,,CPTY_OFF_BAL_0051,bank,2024-12-31,guarantee,6971244.9216545345,0.38354536584947163,2027-04-22,,,,,,,,3265892.449447758,3705352.4722067765,mock_generator,1.0
OFF_BAL_00000552,off_balance,99999,77309893.97059935,RUB,2024-10-26,,,CPTY_OFF_BAL_0052,bank,2024-12-31,credit_line,77309893.97059935,0.3337346546899093,2027-02-04,,,,,,,,36478529.84179462,40831364.128804736,mock_generator,1.0
OFF_BAL_00000553,off_balance,99999,507476816.9761832,RUB,2024-12-29,,0.09978882456596017,CPTY_OFF_BAL_0053,bank,2024-12-31,swap,507476816.9761832,,2025-09-28,2025-09-28,IRS,RUB,RUB,,,False,,,mock_generator,1.0
OFF_BAL_00000554,off_balance,99999,6491140.102055567,RUB,2024-09-05,,,CPTY_OFF_BAL_0054,corporate,2024-12-31,credit_line,6491140.102055567,0.5183698353703632,2027-11-03,,,,,,,,163665.50326655663,6327474.598789011,mock_generator,1.0
OFF_BAL_00000555,off_balance,99999,42649.088054791675,EUR,2024-07-09,,,CPTY_OFF_BAL_0055,government,2024-12-31,guarantee,42649.088054791675,0.46123762879707225,2026-09-17,,,,,,,,9273.808951648494,33375.279103143184,mock_generator,1.0
OFF_BAL_00000556,off_balance,99999,407123998.1199545,RUB,2024-10-18,,,CPTY_OFF_BAL_0056,bank,2024-12-31,forward,407123998.1199545,,2026-08-22,2026-08-22,FX_FORWARD,RUB,EUR,407123998.1199545,4523599.979110606,,,,mock_generator,1.0
OFF_BAL_00000557,off_balance,99999,36651389.6098313,RUB,2024-12-23,,,CPTY_OFF_BAL_0057,bank,2024-12-31,credit_line,36651389.6098313,0.24506779668014161,2026-07-29,,,,,,,,4452862.792181991,32198526.817649312,mock_generator,1.0
OFF_BAL_00000558,off_balance,99999,1000000.0,RUB,2024-11-21,,,CPTY_OFF_BAL_0058,corporate,2024-12-31,credit_line,1000000.0,0.41443040480996884,2026-12-20,,,,,,,,14514.936590271476,985485.0634097286,mock_generator,1.0
OFF_BAL_00000559,off_balance,99999,2622892122.64558,RUB,2024-09-10,,,CPTY_OFF_BAL_0059,corporate,2024-12-31,guarantee,2622892122.64558,0.4570608887286264,2027-11-29,,,,,,,,1022202833.5288204,1600689289.1167593,mock_generator,1.0
OFF_BAL_00000560,off_balance,99999,48536134.64616032,RUB,2024-10-07,,,CPTY_OFF_BAL_0060,corporate,2024-12-31,guarantee,48536134.64616032,0.36226290692370816,2026-01-17,,,,,,,,3152720.8220991283,45383413.82406119,mock_generator,1.0
OFF_BAL_00000561,off_balance,99999,43403893.62314563,RUB,2024-12-29,,0.11508360606061925,CPTY_OFF_BAL_0061,bank,2024-12-31,swap,43403893.62314563,,2026-04-22,2026-04-22,IRS,RUB,RUB,,,False,,,mock_generator,1.0
OFF_BAL_00000562,off_balance,99999,301437.01366688375,USD,2024-09-27,,,CPTY_OFF_BAL_0062,bank,2024-12-31,guarantee,301437.01366688375,0.21373991106339882,2026-12-26,,,,,,,,79812.41830766766,221624.5953592161,mock_generator,1.0
OFF_BAL_00000563,off_balance,99999,10478340.919476183,RUB,2024-09-10,,,CPTY_OFF_BAL_0063,corporate,2024-12-31,forward,10478340.919476183,,2026-10-26,2026-10-26,FX_FORWARD,RUB,EUR,10478340.919476183,116426.01021640204,,,,mock_generator,1.0
OFF_BAL_00000564,off_balance,99999,45462692.64622695,RUB,2024-12-02,,,CPTY_OFF_BAL_0064,corporate,2024-12-31,forward,45462692.64622695,,2026-03-29,2026-03-29,FX_FORWARD,RUB,EUR,45462692.64622695,505141.0294025217,,,,mock_generator,1.0
OFF_BAL_00000565,off_balance,99999,404512181.22660935,RUB,2024-09-16,,,CPTY_OFF_BAL_0065,bank,2024-12-31,forward,404512181.22660935,,2025-12-25,2025-12-25,FX_FORWARD,RUB,USD,404512181.22660935,4758966.83796011,,,,mock_generator,1.0
OFF_BAL_00000566,off_balance,99999,9218384.111439317,RUB,2024-10-05,,,CPTY_OFF_BAL_0066,bank,2024-12-31,credit_line,9218384.111439317,0.4265115606549038,2026-03-19,,,,,,,,1803814.543826,7414569.567613318,mock_generator,1.0
OFF_BAL_00000567,off_balance,99999,162587480.823572,RUB,2024-12-03,,0.13901193397252293,CPTY_OFF_BAL_0067,bank,2024-12-31,swap,162587480.823572,,2025-08-27,2025-08-27,IRS,RUB,RUB,,,True,,,mock_generator,1.0
OFF_BAL_00000568,off_balance,99999,42734028.14333755,RUB,2024-08-28,,,CPTY_OFF_BAL_0068,corporate,2024-12-31,credit_line,42734028.14333755,0.22927924637159755,2025-11-08,,,,,,,,8458994.169360198,34275033.97397735,mock_generator,1.0
OFF_BAL_00000569,off_balance,99999,1814008.2853563414,USD,2024-09-09,,0.05380188295902725,CPTY_OFF_BAL_0069,government,2024-12-31,swap,1814008.2853563414,,2026-03-16,2026-03-16,IRS,USD,USD,,,True,,,mock_generator,1.0
OFF_BAL_00000570,off_balance,99999,379351.31920376734,USD,2024-07-06,,,CPTY_OFF_BAL_0070,corporate,2024-12-31,forward,379351.31920376734,,2025-11-17,2025-11-17,FX_FORWARD,USD,EUR,379351.31920376734,32244862.132320225,,,,mock_generator,1.0
OFF_BAL_00000571,off_balance,99999,51015764.25965341,RUB,2024-10-27,,,CPTY_OFF_BAL_0071,corporate,2024-12-31,forward,51015764.25965341,,2026-11-25,2026-11-25,FX_FORWARD,RUB,USD,51015764.25965341,600185.4618782754,,,,mock_generator,1.0
OFF_BAL_00000572,off_balance,99999,16275.995853724278,USD,2024-10-19,,,CPTY_OFF_BAL_0072,bank,2024-12-31,credit_line,16275.995853724278,0.5728709979312077,2026-12-15,,,,,,,,5356.793296897789,10919.202556826489,mock_generator,1.0
OFF_BAL_00000573,off_balance,99999,25848773.923525088,RUB,2024-12-18,,,CPTY_OFF_BAL_0073,bank,2024-12-31,credit_line,25848773.923525088,0.426195006880933,2027-07-06,,,,,,,,11448883.994564047,14399889.92896104,mock_generator,1.0
OFF_BAL_00000574,off_balance,99999,5441759.032626649,RUB,2024-09-10,,,CPTY_OFF_BAL_0074,bank,2024-12-31,credit_line,5441759.032626649,0.5660087020673823,2027-01-19,,,,,,,,1499024.4754478466,3942734.557178803,mock_generator,1.0
OFF_BAL_00000575,off_balance,99999,1056636.8456926553,EUR,2024-10-28,,,CPTY_OFF_BAL_0075,bank,2024-12-31,forward,1056636.8456926553,,2026-03-17,2026-03-17,FX_FORWARD,EUR,RUB,1056636.8456926553,95097316.11233898,,,,mock_generator,1.0
OFF_BAL_00000576,off_balance,99999,69967041.92902194,RUB,2024-07-09,,,CPTY_OFF_BAL_0076,bank,2024-12-31,forward,69967041.92902194,,2026-01-13,2026-01-13,FX_FORWARD,RUB,EUR,69967041.92902194,777411.5769891327,,,,mock_generator,1.0
OFF_BAL_00000577,off_balance,99999,25556266.030049894,RUB,2024-08-25,,0.13133778772694574,CPTY_OFF_BAL_0077,corporate,2024-12-31,swap,25556266.030049894,,2026-04-10,2026-04-10,IRS,RUB,RUB,,,False,,,mock_generator,1.0
OFF_BAL_00000578,off_balance,99999,77064578.66719027,RUB,2024-10-05,,,CPTY_OFF_BAL_0078,corporate,2024-12-31,credit_line,77064578.66719027,0.3355393603456228,2027-11-30,,,,,,,,4228345.860826303,72836232.80636397,mock_generator,1.0
OFF_BAL_00000579,off_balance,99999,34677321.84308861,RUB,2024-08-10,,,CPTY_OFF_BAL_0079,corporate,2024-12-31,forward,34677321.84308861,,2025-02-11,2025-02-11,FX_FORWARD,RUB,EUR,34677321.84308861,385303.5760343179,,,,mock_generator,1.0
OFF_BAL_00000580,off_balance,99999,7366568.66152013,RUB,2024-12-21,,,CPTY_OFF_BAL_0080,government,2024-12-31,guarantee,7366568.66152013,0.33378314112694085,2026-03-25,,,,,,,,3063417.7859986983,4303150.875521432,mock_generator,1.0
OFF_BAL_00000581,off_balance,99999,264037.1627578446,EUR,2024-08-28,,,CPTY_OFF_BAL_0081,bank,2024-12-31,credit_line,264037.1627578446,0.4590143374369114,2027-05-19,,,,,,,,103169.73912758172,160867.4236302629,mock_generator,1.0
OFF_BAL_00000582,off_balance,99999,84619.01297506594,USD,2024-12-20,,,CPTY_OFF_BAL_0082,bank,2024-12-31,guarantee,84619.01297506594,0.5513722354131243,2025-10-24,,,,,,,,27854.75001556513,56764.26295950081,mock_generator,1.0
OFF_BAL_00000583,off_balance,99999,1363855.227809165,EUR,2024-12-23,,0.09652409022309971,CPTY_OFF_BAL_0083,government,2024-12-31,swap,1363855.227809165,,2025-10-06,2025-10-06,IRS,EUR,EUR,,,True,,,mock_generator,1.0
OFF_BAL_00000584,off_balance,99999,5161207.740395667,RUB,2024-07-07,,,CPTY_OFF_BAL_0084,corporate,2024-12-31,credit_line,5161207.740395667,0.22206563025558257,2026-07-22,,,,,,,,634419.7605068231,4526787.979888844,mock_generator,1.0
OFF_BAL_00000585,off_balance,99999,1112614.4647461362,RUB,2024-08-27,,,CPTY_OFF_BAL_0085,corporate,2024-12-31,guarantee,1112614.4647461362,0.36808741723030436,2026-05-07,,,,,,,,520562.11838731903,592052.3463588172,mock_generator,1.0
OFF_BAL_00000586,off_balance,99999,117647.05882352941,USD,2024-09-24,,,CPTY_OFF_BAL_0086,corporate,2024-12-31,forward,117647.05882352941,,2025-09-21,2025-09-21,FX_FORWARD,USD,RUB,117647.05882352941,10000000.0,,,,mock_generator,1.0
OFF_BAL_00000587,off_balance,99999,27663266.324069615,RUB,2024-09-06,,,CPTY_OFF_BAL_0087,bank,2024-12-31,guarantee,27663266.324069615,0.4904010041690904,2027-06-20,,,,,,,,6449903.467009217,21213362.8570604,mock_generator,1.0
OFF_BAL_00000588,off_balance,99999,25349182.708359487,RUB,2024-09-30,,,CPTY_OFF_BAL_0088,corporate,2024-12-31,forward,25349182.708359487,,2025-05-03,2025-05-03,FX_FORWARD,RUB,EUR,25349182.708359487,281657.5856484388,,,,mock_generator,1.0
OFF_BAL_00000589,off_balance,99999,29168.006271432347,USD,2024-10-03,,,CPTY_OFF_BAL_0089,bank,2024-12-31,credit_line,29168.006271432347,0.5351530304866636,2027-12-12,,,,,,,,11743.956450186812,17424.049821245535,mock_generator,1.0
OFF_BAL_00000590,off_balance,99999,398200.6361595808,USD,2024-08-18,,,CPTY_OFF_BAL_0090,corporate,2024-12-31,forward,398200.6361595808,,2026-05-05,2026-05-05,FX_FORWARD,USD,EUR,398200.6361595808,33847054.073564366,,,,mock_generator,1.0
OFF_BAL_00000591,off_balance,99999,51016.00571795938,USD,2024-12-03,,,CPTY_OFF_BAL_0091,bank,2024-12-31,credit_line,51016.00571795938,0.26322609259602736,2025-05-29,,,,,,,,12143.382105075258,38872.62361288412,mock_generator,1.0
OFF_BAL_00000592,off_balance,99999,68084.38980880076,EUR,2024-11-17,,,CPTY_OFF_BAL_0092,bank,2024-12-31,guarantee,68084.38980880076,0.5491594462382479,2027-08-27,,,,,,,,14020.50792677924,54063.88188202152,mock_generator,1.0
OFF_BAL_00000593,off_balance,99999,6227175.214723778,RUB,2024-11-20,,,CPTY_OFF_BAL_0093,corporate,2024-12-31,guarantee,6227175.214723778,0.32837451746514157,2025-06-16,,,,,,,,657237.5521859132,5569937.662537864,mock_generator,1.0
OFF_BAL_00000594,off_balance,99999,67385.00656575625,EUR,2024-09-24,,,CPTY_OFF_BAL_0094,bank,2024-12-31,guarantee,67385.00656575625,0.2772057938722416,2026-06-09,,,,,,,,20954.14005246298,46430.86651329327,mock_generator,1.0
OFF_BAL_00000595,off_balance,99999,483245.147799631,USD,2024-11-27,,,CPTY_OFF_BAL_0095,corporate,2024-12-31,credit_line,483245.147799631,0.3597154691160306,2026-03-13,,,,,,,,223414.84367299898,259830.30412663202,mock_generator,1.0
OFF_BAL_00000596,off_balance,99999,1000000.0,RUB,2024-11-27,,,CPTY_OFF_BAL_0096,corporate,2024-12-31,credit_line,1000000.0,0.5788614423316563,2025-08-14,,,,,,,,456283.25117356965,543716.7488264304,mock_generator,1.0
OFF_BAL_00000597,off_balance,99999,5222641.459927758,RUB,2024-09-28,,,CPTY_OFF_BAL_0097,bank,2024-12-31,guarantee,5222641.459927758,0.4016431638520389,2027-04-06,,,,,,,,1044402.2874773925,4178239.1724503655,mock_generator,1.0
OFF_BAL_00000598,off_balance,99999,23655938.646197174,RUB,2024-12-01,,,CPTY_OFF_BAL_0098,corporate,2024-12-31,credit_line,23655938.646197174,0.3287969568533372,2025-07-21,,,,,,,,1050604.9570273533,22605333.68916982,mock_generator,1.0
OFF_BAL_00000599,off_balance,99999,1000000.0,RUB,2024-12-18,,,CPTY_OFF_BAL_0099,bank,2024-12-31,credit_line,1000000.0,0.5959497002260329,2025-08-08,,,,,,,,87515.18222251703,912484.817777483,mock_generator,1.0
OFF_BAL_00000600,off_balance,99999,362132.41883834533,USD,2024-07-08,,,CPTY_OFF_BAL_0100,bank,2024-12-31,guarantee,362132.41883834533,0.3001252116164922,2025-04-09,,,,,,,,127891.7065489371,234240.71228940823,mock_generator,1.0
OFF_BAL_00000601,off_balance,99999,36739.544171574606,USD,2024-08-01,,,CPTY_OFF_BAL_0101,corporate,2024-12-31,guarantee,36739.544171574606,0.5530141241456724,2027-02-01,,,,,,,,9953.5070338196,26786.037137755004,mock_generator,1.0
OFF_BAL_00000602,off_balance,99999,765422532.6342919,RUB,2024-10-13,,,CPTY_OFF_BAL_0102,corporate,2024-12-31,credit_line,765422532.6342919,0.441422754351852,2027-12-07,,,,,,,,285764073.74478865,479658458.88950324,mock_generator,1.0
OFF_BAL_00000603,off_balance,99999,74743.16710693459,USD,2024-08-11,,,CPTY_OFF_BAL_0103,bank,2024-12-31,credit_line,74743.16710693459,0.3201618848113148,2026-10-04,,,,,,,,23042.89728329599,51700.2698236386,mock_generator,1.0
OFF_BAL_00000604,off_balance,99999,199155.43829914572,USD,2024-10-08,,,CPTY_OFF_BAL_0104,bank,2024-12-31,guarantee,199155.43829914572,0.48317391163144946,2026-06-06,,,,,,,,50831.720653674885,148323.71764547084,mock_generator,1.0
OFF_BAL_00000605,off_balance,99999,6998261.926288508,RUB,2024-10-03,,,CPTY_OFF_BAL_0105,corporate,2024-12-31,guarantee,6998261.926288508,0.5778303992850915,2025-12-03,,,,,,,,1032514.0262156248,5965747.900072883,mock_generator,1.0
OFF_BAL_00000606,off_balance,99999,1815475.9015351639,RUB,2024-12-31,,,CPTY_OFF_BAL_0106,corporate,2024-12-31,guarantee,1815475.9015351639,0.5526778598244293,2027-04-15,,,,,,,,217619.90174633518,1597855.9997888287,mock_generator,1.0
OFF_BAL_00000607,off_balance,99999,49736.785956323336,USD,2024-11-18,,,CPTY_OFF_BAL_0107,bank,2024-12-31,credit_line,49736.785956323336,0.5551518620057991,2026-10-12,,,,,,,,12901.87211124688,36834.91384507646,mock_generator,1.0
OFF_BAL_00000608,off_balance,99999,23257254.682596926,RUB,2024-08-03,,,CPTY_OFF_BAL_0108,corporate,2024-12-31,guarantee,23257254.682596926,0.2679226700196047,2026-11-25,,,,,,,,8760028.26790758,14497226.414689345,mock_generator,1.0
OFF_BAL_00000609,off_balance,99999,1000000.0,RUB,2024-08-16,,,CPTY_OFF_BAL_0109,corporate,2024-12-31,guarantee,1000000.0,0.4019241989612589,2026-11-06,,,,,,,,202931.0398304635,797068.9601695365,mock_generator,1.0
OFF_BAL_00000610,off_balance,99999,4116379707.59616,RUB,2024-12-20,,,CPTY_OFF_BAL_0110,bank,2024-12-31,credit_line,4116379707.59616,0.2067003843402164,2026-05-31,,,,,,,,1898751842.5643067,2217627865.031853,mock_generator,1.0
OFF_BAL_00000611,off_balance,99999,39947.457653150974,USD,2024-12-27,,,CPTY_OFF_BAL_0111,corporate,2024-12-31,guarantee,39947.457653150974,0.3326961524808882,2025-08-12,,,,,,,,3059.5618707972976,36887.89578235368,mock_generator,1.0
OFF_BAL_00000612,off_balance,99999,438580188.851568,RUB,2024-11-15,,,CPTY_OFF_BAL_0112,bank,2024-12-31,forward,438580188.851568,,2025-11-02,2025-11-02,FX_FORWARD,RUB,EUR,438580188.851568,4873113.209461867,,,,mock_generator,1.0
OFF_BAL_00000613,off_balance,99999,5094711.872783487,EUR,2024-12-17,,0.06650161315482575,CPTY_OFF_BAL_0113,bank,2024-12-31,swap,5094711.872783487,,2026-02-05,2026-02-05,IRS,EUR,EUR,,,False,,,mock_generator,1.0
OFF_BAL_00000614,off_balance,99999,36933005.41272352,RUB,2024-07-06,,,CPTY_OFF_BAL_0114,corporate,2024-12-31,forward,36933005.41272352,,2026-04-02,2026-04-02,FX_FORWARD,RUB,EUR,36933005.41272352,410366.7268080391,,,,mock_generator,1.0
OFF_BAL_00000615,off_balance,99999,383988.1514864488,EUR,2024-08-10,,,CPTY_OFF_BAL_0115,corporate,2024-12-31,credit_line,383988.1514864488,0.5310478615539824,2025-07-07,,,,,,,,154663.67206566274,229324.47942078608,mock_generator,1.0
OFF_BAL_00000616,off_balance,99999,4919771.324457534,RUB,2024-09-21,,,CPTY_OFF_BAL_0116,corporate,2024-12-31,credit_line,4919771.324457534,0.2702000483420506,2025-07-08,,,,,,,,1284251.206615038,3635520.1178424954,mock_generator,1.0
OFF_BAL_00000617,off_balance,99999,511188.4149611902,EUR,2024-10-27,,,CPTY_OFF_BAL_0117,corporate,2024-12-31,guarantee,511188.4149611902,0.5085925964426289,2025-10-18,,,,,,,,60312.46755451164,450875.9474066786,mock_generator,1.0
OFF_BAL_00000618,off_balance,99999,15322113.135917908,RUB,2024-08-02,,,CPTY_OFF_BAL_0118,corporate,2024-12-31,guarantee,15322113.135917908,0.20877643074754137,2026-05-07,,,,,,,,2225481.463725982,13096631.672191925,mock_generator,1.0
OFF_BAL_00000619,off_balance,99999,1000000.0,RUB,2024-09-29,,,CPTY_OFF_BAL_0119,corporate,2024-12-31,guarantee,1000000.0,0.24217119198698872,2026-09-05,,,,,,,,56754.019615877674,943245.9803841223,mock_generator,1.0
OFF_BAL_00000620,off_balance,99999,5129668.706555997,RUB,2024-11-13,,,CPTY_OFF_BAL_0120,corporate,2024-12-31,credit_line,5129668.706555997,0.34082305500147336,2025-05-24,,,,,,,,837134.072293201,4292534.6342627965,mock_generator,1.0
OFF_BAL_00000621,off_balance,99999,269134425.4368913,RUB,2024-10-20,,,CPTY_OFF_BAL_0121,corporate,2024-12-31,forward,269134425.4368913,,2025-09-21,2025-09-21,FX_FORWARD,RUB,USD,269134425.4368913,3166287.3580810744,,,,mock_generator,1.0
OFF_BAL_00000622,off_balance,99999,107704666.00940584,RUB,2024-08-10,,,CPTY_OFF_BAL_0122,corporate,2024-12-31,forward,107704666.00940584,,2025-11-05,2025-11-05,FX_FORWARD,RUB,EUR,107704666.00940584,1196718.5112156204,,,,mock_generator,1.0
OFF_BAL_00000623,off_balance,99999,4670145.836165188,EUR,2024-12-27,,,CPTY_OFF_BAL_0123,corporate,2024-12-31,guarantee,4670145.836165188,0.5340699532828406,2025-05-20,,,,,,,,419986.3239508337,4250159.512214354,mock_generator,1.0
OFF_BAL_00000624,off_balance,99999,11764.70588235294,USD,2024-10-28,,,CPTY_OFF_BAL_0124,government,2024-12-31,guarantee,11764.70588235294,0.38819370222745087,2027-01-08,,,,,,,,4546.4355901337,7218.27029221924,mock_generator,1.0
OFF_BAL_00000625,off_balance,99999,1590573.532760423,RUB,2024-09-24,,,CPTY_OFF_BAL_0125,bank,2024-12-31,credit_line,1590573.532760423,0.4217049013571861,2026-05-22,,,,,,,,748416.9953047812,842156.5374556417,mock_generator,1.0
OFF_BAL_00000626,off_balance,99999,1167014.0909320537,EUR,2024-08-06,,,CPTY_OFF_BAL_0126,bank,2024-12-31,credit_line,1167014.0909320537,0.4695466843334919,2027-12-04,,,,,,,,102152.26377731138,1064861.8271547423,mock_generator,1.0
OFF_BAL_00000627,off_balance,99999,113574.93892945258,EUR,2024-12-11,,,CPTY_OFF_BAL_0127,corporate,2024-12-31,credit_line,113574.93892945258,0.4352317597119626,2027-12-19,,,,,,,,26336.2965664196,87238.64236303297,mock_generator,1.0
OFF_BAL_00000628,off_balance,99999,5085425.930010491,RUB,2024-07-10,,,CPTY_OFF_BAL_0128,corporate,2024-12-31,guarantee,5085425.930010491,0.3522580177093538,2027-07-08,,,,,,,,1033957.7114479677,4051468.2185625234,mock_generator,1.0
OFF_BAL_00000629,off_balance,99999,117647.05882352941,EUR,2024-12-17,,0.14632307571981967,CPTY_OFF_BAL_0129,bank,2024-12-31,swap,117647.05882352941,,2026-12-11,2026-12-11,IRS,EUR,EUR,,,False,,,mock_generator,1.0
OFF_BAL_00000630,off_balance,99999,98688.82765855522,EUR,2024-08-16,,,CPTY_OFF_BAL_0130,corporate,2024-12-31,guarantee,98688.82765855522,0.47618835968189077,2027-02-27,,,,,,,,28560.672707811165,70128.15495074406,mock_generator,1.0
OFF_BAL_00000631,off_balance,99999,3794701.930377791,USD,2024-09-16,,,CPTY_OFF_BAL_0131,bank,2024-12-31,guarantee,3794701.930377791,0.26696577126471,2027-12-18,,,,,,,,1845971.646163924,1948730.2842138673,mock_generator,1.0
OFF_BAL_00000632,off_balance,99999,11238649.918377602,RUB,2024-11-25,,,CPTY_OFF_BAL_0132,bank,2024-12-31,credit_line,11238649.918377602,0.4695358778981038,2025-11-09,,,,,,,,1636219.986508748,9602429.931868855,mock_generator,1.0
OFF_BAL_00000633,off_balance,99999,22765.320429437514,USD,2024-10-17,,,CPTY_OFF_BAL_0133,government,2024-12-31,credit_line,22765.320429437514,0.48103894075200215,2027-03-05,,,,,,,,10300.413870673081,12464.906558764433,mock_generator,1.0
OFF_BAL_00000634,off_balance,99999,345036.7429405958,EUR,2024-08-09,,,CPTY_OFF_BAL_0134,bank,2024-12-31,credit_line,345036.7429405958,0.3277101081951709,2025-11-26,,,,,,,,147435.0485518276,197601.69438876817,mock_generator,1.0
OFF_BAL_00000635,off_balance,99999,69633115.0271065,RUB,2024-11-20,,,CPTY_OFF_BAL_0135,bank,2024-12-31,guarantee,69633115.0271065,0.5207410094248598,2026-11-10,,,,,,,,1666060.2654485789,67967054.76165791,mock_generator,1.0
OFF_BAL_00000636,off_balance,99999,2298835.3031427045,USD,2024-08-18,,,CPTY_OFF_BAL_0136,corporate,2024-12-31,forward,2298835.3031427045,,2025-11-16,2025-11-16,FX_FORWARD,USD,RUB,2298835.3031427045,195401000.7671299,,,,mock_generator,1.0
OFF_BAL_00000637,off_balance,99999,6016219.005720427,EUR,2024-11-08,,,CPTY_OFF_BAL_0137,bank,2024-12-31,credit_line,6016219.005720427,0.23933579288496476,2026-04-02,,,,,,,,2594138.4699740885,3422080.535746339,mock_generator,1.0
OFF_BAL_00000638,off_balance,99999,69068.82357907429,EUR,2024-07-05,,,CPTY_OFF_BAL_0138,corporate,2024-12-31,credit_line,69068.82357907429,0.36483587322392197,2026-06-27,,,,,,,,10329.395144952427,58739.428434121866,mock_generator,1.0
OFF_BAL_00000639,off_balance,99999,92868289.62116928,RUB,2024-12-04,,,CPTY_OFF_BAL_0139,corporate,2024-12-31,forward,92868289.62116928,,2026-07-27,2026-07-27,FX_FORWARD,RUB,USD,92868289.62116928,1092568.113190227,,,,mock_generator,1.0
OFF_BAL_00000640,off_balance,99999,1000000.0,RUB,2024-09-14,,,CPTY_OFF_BAL_0140,corporate,2024-12-31,guarantee,1000000.0,0.4089062188892283,2025-07-13,,,,,,,,74578.13809263441,925421.8619073656,mock_generator,1.0
OFF_BAL_00000641,off_balance,99999,34195484.17072408,RUB,2024-09-19,,,CPTY_OFF_BAL_0141,corporate,2024-12-31,forward,34195484.17072408,,2026-02-24,2026-02-24,FX_FORWARD,RUB,USD,34195484.17072408,402299.8137732245,,,,mock_generator,1.0
OFF_BAL_00000642,off_balance,99999,134378953.71972016,RUB,2024-08-18,,,CPTY_OFF_BAL_0142,corporate,2024-12-31,guarantee,134378953.71972016,0.447746873209369,2026-07-14,,,,,,,,21267582.566874973,113111371.15284517,mock_generator,1.0
OFF_BAL_00000643,off_balance,99999,77493557.80716854,RUB,2024-08-16,,,CPTY_OFF_BAL_0143,corporate,2024-12-31,guarantee,77493557.80716854,0.31808571073157893,2026-01-16,,,,,,,,32974038.75428426,44519519.05288428,mock_generator,1.0
OFF_BAL_00000644,off_balance,99999,129287.15798273911,USD,2024-08-27,,0.11017002282213956,CPTY_OFF_BAL_0144,corporate,2024-12-31,swap,129287.15798273911,,2025-08-14,2025-08-14,IRS,USD,USD,,,True,,,mock_generator,1.0
OFF_BAL_00000645,off_balance,99999,21205.744665846374,USD,2024-07-11,,,CPTY_OFF_BAL_0145,bank,2024-12-31,credit_line,21205.744665846374,0.413557650562836,2025-05-07,,,,,,,,6565.630991573447,14640.113674272927,mock_generator,1.0
OFF_BAL_00000646,off_balance,99999,50889781.46186141,RUB,2024-07-25,,0.08912150081243442,CPTY_OFF_BAL_0146,bank,2024-12-31,swap,50889781.46186141,,2026-02-08,2026-02-08,IRS,RUB,RUB,,,False,,,mock_generator,1.0
OFF_BAL_00000647,off_balance,99999,152933126.36412856,RUB,2024-12-23,,,CPTY_OFF_BAL_0147,corporate,2024-12-31,forward,152933126.36412856,,2026-09-29,2026-09-29,FX_FORWARD,RUB,EUR,152933126.36412856,1699256.9596014284,,,,mock_generator,1.0
