instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,liability_category,is_monetary,priority_level,data_source,version
OTHER_LIAB_00000487,other_liability,60303,258802720.1140527,RUB,2024-12-31,2025-01-27,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000488,other_liability,60302,87859168.96742621,RUB,2024-12-21,2025-02-08,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000489,other_liability,60303,2295933.4367114296,RUB,2024-11-16,2025-10-15,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000490,other_liability,60401,34453.751410218894,USD,2024-12-06,2025-03-03,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000491,other_liability,60302,46065140.55114996,RUB,2024-11-30,2025-10-13,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000492,other_liability,60303,12654344.537907876,RUB,2024-12-20,2025-07-31,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000493,other_liability,60401,263277.33840639447,RUB,2024-12-28,2025-01-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000494,other_liability,60401,13014114.636158524,RUB,2024-12-31,2025-02-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000495,other_liability,60303,12874207.357234677,RUB,2024-12-14,2025-02-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000496,other_liability,60303,307019.3988659147,RUB,2024-12-22,2025-02-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000497,other_liability,60401,2330906.925625591,RUB,2024-12-20,2025-02-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000498,other_liability,60302,21628080.698659003,RUB,2024-10-11,2026-03-01,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000499,other_liability,60401,59325922.70720836,RUB,2024-12-04,2025-07-21,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000500,other_liability,60303,670913.563835751,RUB,2024-12-28,2025-01-18,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000501,other_liability,60302,16885929.155130476,RUB,2024-12-29,2025-01-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000502,other_liability,60303,790716.6610618035,RUB,2024-12-18,2025-03-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000503,other_liability,60302,666402.6213931332,RUB,2024-10-03,2025-09-11,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000504,other_liability,60302,952626.7502546868,RUB,2024-12-28,2025-01-12,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000505,other_liability,60302,45013620.27266208,RUB,2024-10-13,2025-12-19,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000506,other_liability,60302,192771.34936448824,RUB,2024-12-13,2025-03-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000507,other_liability,60302,17912553.577149015,RUB,2024-11-04,2025-05-27,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000508,other_liability,60303,350137555.75337243,RUB,2024-12-29,2025-01-30,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000509,other_liability,60303,21965216.926526587,RUB,2024-12-10,2025-06-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000510,other_liability,60302,13128651.399824498,RUB,2024-12-31,2025-02-06,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000511,other_liability,60401,18815453.102082554,RUB,2024-12-08,2025-07-07,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000512,other_liability,60401,98730.1703133114,RUB,2024-12-31,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000513,other_liability,60302,81945.36374994766,RUB,2024-12-28,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000514,other_liability,60401,1337310.7694298616,RUB,2024-12-27,2025-02-01,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000515,other_liability,60303,22017708.53915966,RUB,2024-11-10,2026-03-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000516,other_liability,60303,96086.56311955753,RUB,2024-12-31,2025-01-05,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000517,other_liability,60302,44638.5519590639,RUB,2024-12-13,2025-02-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000518,other_liability,60303,17609005.32484957,RUB,2024-12-28,2025-02-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000519,other_liability,60401,3563173.414125165,RUB,2024-12-31,2025-01-02,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000520,other_liability,60303,564001.0373134124,RUB,2024-12-29,2025-01-07,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000521,other_liability,60302,46835332.65059351,RUB,2024-12-09,2025-03-08,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000522,other_liability,60401,2078076.0102711942,RUB,2024-12-28,2025-02-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000523,other_liability,60302,1733485.8107180304,RUB,2024-12-31,2025-03-29,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000524,other_liability,60302,10708261.79365398,RUB,2024-11-11,2026-06-04,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000525,other_liability,60401,645827.213714734,RUB,2024-12-31,2025-01-27,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000526,other_liability,60303,1810410.2224225549,RUB,2024-12-28,2025-01-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000527,other_liability,60302,500000.0,RUB,2024-12-10,2026-01-22,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000528,other_liability,60303,801843.9663098317,RUB,2024-12-30,2025-02-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000529,other_liability,60401,2899150.935079496,RUB,2024-12-24,2025-01-21,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000530,other_liability,60401,1540580.546850986,RUB,2024-12-09,2025-07-02,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000531,other_liability,60401,616477.6975789635,USD,2024-11-29,2026-03-19,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000532,other_liability,60303,6168630.247051626,RUB,2024-11-28,2025-09-07,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000533,other_liability,60303,47863886.11546063,RUB,2024-12-17,2025-03-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000534,other_liability,60401,20172946.602582898,RUB,2024-07-06,2026-02-28,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000535,other_liability,60303,476834.64766669134,RUB,2024-12-21,2025-01-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000536,other_liability,60401,977894.4765064812,RUB,2024-12-24,2026-01-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000537,other_liability,60303,226518.97517297108,RUB,2024-12-26,2025-02-04,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000538,other_liability,60302,200489.57036116347,RUB,2024-12-01,2026-04-27,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000539,other_liability,60303,760090.7300596244,RUB,2024-12-30,2025-02-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000540,other_liability,60401,1289563.7230132236,RUB,2024-07-31,2026-06-29,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000541,other_liability,60401,4192053.4639821514,RUB,2024-12-15,2025-07-17,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000542,other_liability,60303,3556714.9386073044,RUB,2024-08-24,2026-01-28,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000543,other_liability,60302,3164373.612649956,RUB,2024-12-21,2025-02-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000544,other_liability,60401,1672576.386506697,RUB,2024-12-30,2025-01-19,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000545,other_liability,60303,7779026.845755123,RUB,2024-09-26,2026-09-08,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000546,other_liability,60401,9008890.884821493,RUB,2024-11-18,2026-06-09,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000547,other_liability,60401,361498.22405269026,RUB,2024-12-27,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000548,other_liability,60302,581638.7613429878,RUB,2024-12-28,2025-01-17,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000549,other_liability,60401,53481.12966734938,USD,2024-12-31,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000550,other_liability,60303,1221855.1281702195,RUB,2024-12-24,2025-01-19,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000551,other_liability,60303,58868.56358585643,USD,2024-12-26,2025-01-28,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000552,other_liability,60303,15972978.830680594,RUB,2024-12-22,2026-01-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000553,other_liability,60401,6091468.065288523,RUB,2024-12-31,2025-02-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000554,other_liability,60302,640480.0147112949,RUB,2024-12-24,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000555,other_liability,60302,3146001.5843170476,RUB,2024-12-29,2025-01-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000556,other_liability,60302,5134612.537643075,RUB,2024-12-29,2025-02-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000557,other_liability,60401,211451.50312759762,RUB,2024-12-26,2025-02-04,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000558,other_liability,60401,50417.796965775706,USD,2024-12-30,2025-01-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000559,other_liability,60302,103100.66165895974,RUB,2024-12-27,2025-01-29,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000560,other_liability,60302,1904230.780780155,RUB,2024-12-26,2025-02-26,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000561,other_liability,60401,5750810.1386371525,RUB,2024-06-07,2026-05-31,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000562,other_liability,60303,12823516.807531845,RUB,2024-12-19,2025-02-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000563,other_liability,60303,226725.04876423947,USD,2024-12-16,2025-03-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000564,other_liability,60303,13814393.289216485,RUB,2024-12-30,2025-03-19,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000565,other_liability,60302,1172999.706214473,RUB,2024-12-20,2025-03-02,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000566,other_liability,60303,80737.37953504048,RUB,2024-12-07,2025-03-03,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000567,other_liability,60401,105308.0625129886,RUB,2024-12-18,2025-03-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000568,other_liability,60401,1295801.7625168357,RUB,2024-12-25,2025-01-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000569,other_liability,60302,1461627.6572281504,RUB,2024-12-31,2025-01-02,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000570,other_liability,60302,4230733.461037817,RUB,2024-12-29,2025-03-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000571,other_liability,60302,5957627.475039941,RUB,2024-12-23,2025-02-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000572,other_liability,60302,3503127.300974843,RUB,2024-11-16,2026-11-05,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000573,other_liability,60401,236614.85684079913,RUB,2024-12-31,2025-01-06,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000574,other_liability,60401,8060050.004443575,RUB,2024-12-28,2025-02-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000575,other_liability,60401,872660.531596316,RUB,2024-12-07,2025-07-17,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000576,other_liability,60401,19641786.28893419,RUB,2024-12-31,2025-02-15,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000577,other_liability,60302,38528791.42271349,RUB,2024-10-06,2026-01-05,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000578,other_liability,60401,125397269.80200504,RUB,2024-12-17,2025-03-09,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000579,other_liability,60303,334456.10743016255,RUB,2024-12-25,2025-02-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000580,other_liability,60401,2709172.5722156004,RUB,2024-11-18,2025-05-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000581,other_liability,60303,1293796.1766966179,RUB,2024-12-19,2025-01-29,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000582,other_liability,60401,10832208.480527135,RUB,2024-07-07,2026-06-24,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000583,other_liability,60303,2028462.8652190315,RUB,2024-12-21,2025-03-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000584,other_liability,60302,18488512.005718343,RUB,2024-08-30,2025-10-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000585,other_liability,60302,46218754.53843284,RUB,2024-08-03,2026-03-31,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000586,other_liability,60302,1286110.7853682882,RUB,2024-12-31,2025-01-29,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000587,other_liability,60303,500000.0,RUB,2024-10-28,2026-08-01,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000588,other_liability,60302,135590.80115413037,RUB,2024-12-29,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000589,other_liability,60401,10331429.297533274,RUB,2024-12-29,2025-02-02,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000590,other_liability,60302,3172315.1026063724,RUB,2024-12-29,2025-01-22,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000591,other_liability,60303,4475.433763735483,USD,2024-12-31,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000592,other_liability,60303,2224414.835124147,RUB,2024-07-22,2026-01-21,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000593,other_liability,60303,799057.8291149443,RUB,2024-12-24,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000594,other_liability,60303,33148862.797485944,RUB,2024-12-14,2025-03-01,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000595,other_liability,60302,1956138.8112860136,USD,2024-12-31,2025-02-21,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000596,other_liability,60302,198548.13405900524,RUB,2024-12-28,2025-02-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000597,other_liability,60303,1637626.461014046,RUB,2024-11-02,2025-09-05,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000598,other_liability,60401,1912972.0525975497,RUB,2024-07-22,2026-02-18,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000599,other_liability,60302,41258793.73164652,RUB,2024-12-13,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000600,other_liability,60303,82400.05015074556,RUB,2024-12-16,2025-02-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000601,other_liability,60401,605731.4294169516,RUB,2024-10-17,2026-02-01,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000602,other_liability,60401,12527082.75339611,RUB,2024-12-24,2025-01-18,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000603,other_liability,60401,9311075.452620506,RUB,2024-11-10,2025-05-16,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000604,other_liability,60303,29887706.70353,RUB,2024-08-12,2026-04-25,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000605,other_liability,60303,5231383.682568998,RUB,2024-11-24,2026-04-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000606,other_liability,60302,2659952.432435436,RUB,2024-12-29,2025-01-08,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000607,other_liability,60302,5363962.514229785,RUB,2024-09-09,2025-12-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000608,other_liability,60302,4825233.278836772,RUB,2024-10-29,2026-08-22,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000609,other_liability,60401,1130146.7876708098,RUB,2024-10-31,2025-07-01,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000610,other_liability,60303,500000.0,RUB,2024-11-28,2025-06-20,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000611,other_liability,60302,4027994.4403435956,RUB,2024-10-30,2025-10-03,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000612,other_liability,60401,15491768.800650744,RUB,2024-08-08,2026-07-21,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000613,other_liability,60302,10239143.098439774,RUB,2024-12-15,2025-07-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000614,other_liability,60303,13546.100606810713,RUB,2024-12-25,2025-01-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000615,other_liability,60303,271748.9447920125,RUB,2024-12-25,2025-02-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000616,other_liability,60302,63877.27334163897,RUB,2024-12-31,2025-01-01,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000617,other_liability,60401,361661279.06671053,RUB,2024-12-29,2025-09-20,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000618,other_liability,60303,5549147.455480062,RUB,2024-12-30,2025-01-07,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000619,other_liability,60302,140946.3502816347,RUB,2024-12-11,2026-10-11,,,,2024-12-31,other,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000620,other_liability,60303,1027565.072383989,RUB,2024-12-29,2025-01-20,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000621,other_liability,60303,2978324.436215473,RUB,2024-12-28,2025-01-26,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000622,other_liability,60302,86183.51033047034,RUB,2024-12-22,2025-03-15,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000623,other_liability,60401,1316563.1189724351,RUB,2024-12-29,2025-01-17,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000624,other_liability,60302,243744.8768443909,RUB,2024-12-30,2025-01-26,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000625,other_liability,60303,37371795.22594225,RUB,2024-12-27,2025-01-23,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000626,other_liability,60302,10776536.370602295,RUB,2024-12-18,2026-07-10,,,,2024-12-31,reserves,False,subordinated,mock_generator,1.0
OTHER_LIAB_00000627,other_liability,60303,2635143.938850072,RUB,2024-12-29,2026-02-21,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000628,other_liability,60302,36595742.962594174,RUB,2024-12-06,2025-10-10,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000629,other_liability,60302,500000.0,RUB,2024-10-11,2025-10-18,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000630,other_liability,60303,5613392.182423606,RUB,2024-12-27,2025-01-20,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000631,other_liability,60401,183715.78252921192,RUB,2024-12-31,2025-02-04,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000632,other_liability,60401,955393.1768978728,RUB,2024-12-29,2025-01-11,,,,2024-12-31,payroll,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000633,other_liability,60303,2419216.713057345,RUB,2024-12-29,2025-03-28,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000634,other_liability,60401,192399605.76316947,RUB,2024-12-19,2025-09-03,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000635,other_liability,60302,31701.722503576962,RUB,2024-12-30,2025-03-05,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000636,other_liability,60302,2010998.212629117,RUB,2024-12-31,2025-01-13,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000637,other_liability,60401,1285784.530116188,RUB,2024-08-22,2026-01-29,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000638,other_liability,60302,27580276.476819552,RUB,2024-07-20,2026-06-22,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000639,other_liability,60303,21371624.662355937,RUB,2024-12-16,2025-02-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000640,other_liability,60401,136733.99084497284,USD,2024-12-27,2025-01-14,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000641,other_liability,60401,9865065.609984271,RUB,2024-11-24,2026-08-29,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000642,other_liability,60303,1218724.3595627141,RUB,2024-12-29,2025-02-01,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000643,other_liability,60302,613815.7064943314,RUB,2024-12-27,2025-03-09,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000644,other_liability,60302,330596.68208474066,RUB,2024-12-30,2025-01-15,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000645,other_liability,60302,31402134.532853857,RUB,2024-10-08,2026-08-23,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000646,other_liability,60303,78712283.13072746,RUB,2024-12-28,2025-02-17,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000647,other_liability,60303,1424335.811790108,RUB,2024-12-18,2025-02-12,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000648,other_liability,60303,2225640.049539283,RUB,2024-08-21,2026-07-15,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000649,other_liability,60401,510231.17145554075,RUB,2024-12-26,2025-01-14,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000650,other_liability,60401,1343863.8010039998,RUB,2024-12-31,2025-01-02,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000651,other_liability,60302,292482.1080441566,RUB,2024-12-24,2025-01-17,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000652,other_liability,60302,1050930.8967133844,RUB,2024-12-11,2026-11-19,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000653,other_liability,60302,64206.713071658996,RUB,2024-12-31,2025-01-01,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000654,other_liability,60303,50000.0,RUB,2024-12-31,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000655,other_liability,60401,766170.7994136076,RUB,2024-12-21,2025-03-10,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000656,other_liability,60401,3131458.0706264,RUB,2024-12-17,2025-03-07,,,,2024-12-31,payables,True,senior,mock_generator,1.0
OTHER_LIAB_00000657,other_liability,60303,37719297.010949664,RUB,2024-12-14,2025-07-15,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000658,other_liability,60302,500000.0,RUB,2024-12-21,2026-06-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000659,other_liability,60401,212412.61053306857,RUB,2024-11-03,2026-04-25,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000660,other_liability,60303,1196136.3073844304,RUB,2024-08-12,2026-01-16,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000661,other_liability,60303,236368.2301325368,RUB,2024-12-31,2025-01-24,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000662,other_liability,60303,147240.21050036326,RUB,2024-07-29,2026-02-09,,,,2024-12-31,other,True,senior,mock_generator,1.0
OTHER_LIAB_00000663,other_liability,60401,6670508.355294769,RUB,2024-12-22,2025-02-03,,,,2024-12-31,payables,True,subordinated,mock_generator,1.0
OTHER_LIAB_00000664,other_liability,60401,10449054.0473572,RUB,2024-11-23,2026-08-26,,,,2024-12-31,reserves,False,senior,mock_generator,1.0
OTHER_LIAB_00000665,other_liability,60401,2124365.33100425,RUB,2024-12-31,2025-01-10,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000666,other_liability,60401,4617106.510655806,RUB,2024-12-28,2025-01-09,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
OTHER_LIAB_00000667,other_liability,60302,7513408.454459711,RUB,2024-12-25,2025-01-19,,,,2024-12-31,payroll,True,senior,mock_generator,1.0
