instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,account_type,correspondent_bank,is_required_reserve,data_source,version
CORR_ACC_00000695,correspondent_account,30102,16166.842628159875,EUR,2015-07-08,,0.0007975136790837636,BANK_095,bank,2024-12-31,nostro,Bank_095,False,mock_generator,1.0
CORR_ACC_00000696,correspondent_account,30109,43598294.06036162,RUB,2023-01-22,,0.0003373213601094373,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000697,correspondent_account,30102,-1020653.5877957063,RUB,2023-01-21,,0.0008153372719981956,BANK_097,bank,2024-12-31,loro,Bank_097,False,mock_generator,1.0
CORR_ACC_00000698,correspondent_account,30114,-38950847.59090469,RUB,2019-08-23,,0.00038706945494134515,BANK_098,bank,2024-12-31,loro,Bank_098,False,mock_generator,1.0
CORR_ACC_00000699,correspondent_account,30109,8840210.320133545,RUB,2016-11-12,,0.00042608753070305096,BANK_099,bank,2024-12-31,nostro,Bank_099,False,mock_generator,1.0
CORR_ACC_00000700,correspondent_account,30114,74290124.88920586,RUB,2022-03-29,,0.0006332986915230491,BANK_100,bank,2024-12-31,nostro,Bank_100,False,mock_generator,1.0
CORR_ACC_00000701,correspondent_account,30110,-484137.62276036036,RUB,2018-04-20,,0.0002207958239210348,BANK_101,bank,2024-12-31,loro,Bank_101,False,mock_generator,1.0
CORR_ACC_00000702,correspondent_account,30110,3213254.7432780378,RUB,2022-03-17,,0.0007088641379434131,BANK_102,bank,2024-12-31,nostro,Bank_102,False,mock_generator,1.0
CORR_ACC_00000703,correspondent_account,30114,-9851.13838029209,USD,2017-05-23,,0.00041549916763172025,BANK_103,bank,2024-12-31,loro,Bank_103,False,mock_generator,1.0
CORR_ACC_00000704,correspondent_account,30110,98730.03851175218,USD,2021-11-14,,0.0006257364991778,BANK_104,bank,2024-12-31,nostro,Bank_104,False,mock_generator,1.0
CORR_ACC_00000705,correspondent_account,30110,245376.28536289962,CNY,2023-12-01,,0.0008133390067780088,BANK_105,bank,2024-12-31,nostro,Bank_105,False,mock_generator,1.0
CORR_ACC_00000706,correspondent_account,30109,-187538.32356783876,USD,2017-04-14,,0.0008156903202374808,BANK_106,bank,2024-12-31,loro,Bank_106,False,mock_generator,1.0
CORR_ACC_00000707,correspondent_account,30110,1159507992.04364,RUB,2016-02-17,,0.000986404964241801,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000708,correspondent_account,30109,1929023.6716248023,RUB,2021-06-01,,0.00021993984638263146,BANK_108,bank,2024-12-31,nostro,Bank_108,False,mock_generator,1.0
CORR_ACC_00000709,correspondent_account,30114,525929.2672831395,CNY,2016-03-08,,0.00014126221476699365,BANK_109,bank,2024-12-31,nostro,Bank_109,False,mock_generator,1.0
CORR_ACC_00000710,correspondent_account,30110,636515.2772404773,USD,2019-07-27,,0.0003297140630280439,BANK_110,bank,2024-12-31,nostro,Bank_110,False,mock_generator,1.0
CORR_ACC_00000711,correspondent_account,30114,-60257.095691689545,RUB,2020-07-20,,0.00035318291183468643,BANK_111,bank,2024-12-31,loro,Bank_111,False,mock_generator,1.0
CORR_ACC_00000712,correspondent_account,30114,-199963.58145032913,RUB,2016-09-29,,0.00023476970729830273,BANK_112,bank,2024-12-31,loro,Bank_112,False,mock_generator,1.0
CORR_ACC_00000713,correspondent_account,30114,2339518.771477064,USD,2018-06-30,,0.0009169782375227435,BANK_113,bank,2024-12-31,nostro,Bank_113,False,mock_generator,1.0
CORR_ACC_00000714,correspondent_account,30109,31366670.921605993,RUB,2015-09-21,,0.0006545209036092644,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000715,correspondent_account,30110,55802724.533324435,RUB,2023-10-28,,0.00012306080476259684,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000716,correspondent_account,30109,7956308.965464084,RUB,2024-07-03,,0.00022058793009002123,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000717,correspondent_account,30114,25573482.047113992,RUB,2023-12-13,,0.00019683032941346346,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000718,correspondent_account,30109,161459.61123460098,USD,2015-10-11,,2.916204035566872e-05,BANK_118,bank,2024-12-31,nostro,Bank_118,False,mock_generator,1.0
CORR_ACC_00000719,correspondent_account,30102,-34072199.592792764,RUB,2020-07-21,,3.0453944651281706e-05,BANK_119,bank,2024-12-31,loro,Bank_119,False,mock_generator,1.0
CORR_ACC_00000720,correspondent_account,30109,42997.66388953844,USD,2016-08-13,,0.0004151128772140561,BANK_120,bank,2024-12-31,nostro,Bank_120,False,mock_generator,1.0
CORR_ACC_00000721,correspondent_account,30109,-14208757.811104996,RUB,2018-08-11,,0.00010273538094976376,BANK_121,bank,2024-12-31,loro,Bank_121,False,mock_generator,1.0
CORR_ACC_00000722,correspondent_account,30102,47992670.558435924,RUB,2022-10-31,,0.00020705300317144828,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000723,correspondent_account,30110,177577965.59993485,RUB,2022-09-02,,0.0005180782820600818,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000724,correspondent_account,30109,6693675.015277704,USD,2020-08-02,,0.0005930822433488033,BANK_124,bank,2024-12-31,nostro,Bank_124,False,mock_generator,1.0
CORR_ACC_00000725,correspondent_account,30114,5771412.975726146,EUR,2021-05-29,,0.00021611010915814678,BANK_125,bank,2024-12-31,nostro,Bank_125,False,mock_generator,1.0
CORR_ACC_00000726,correspondent_account,30109,80478422.74639465,RUB,2015-10-10,,0.00018179538103288618,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000727,correspondent_account,30110,8860456.367192779,RUB,2022-02-24,,0.00013144436690415705,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000728,correspondent_account,30102,55523210.65359399,RUB,2018-11-05,,0.00035804655582027944,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000729,correspondent_account,30109,26371494.074376553,RUB,2018-09-12,,0.000708643958831675,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000730,correspondent_account,30109,1931829.3574703115,RUB,2016-10-16,,0.0002238818901291474,BANK_130,bank,2024-12-31,nostro,Bank_130,False,mock_generator,1.0
CORR_ACC_00000731,correspondent_account,30114,1259704.4997300643,EUR,2019-07-05,,0.00069110324332672,BANK_131,bank,2024-12-31,nostro,Bank_131,False,mock_generator,1.0
CORR_ACC_00000732,correspondent_account,30110,6889804.341171794,RUB,2015-01-04,,0.0007453815618910413,BANK_132,bank,2024-12-31,nostro,Bank_132,False,mock_generator,1.0
CORR_ACC_00000733,correspondent_account,30114,-1654.1155607438473,USD,2015-10-03,,0.00019610136383459788,BANK_133,bank,2024-12-31,loro,Bank_133,False,mock_generator,1.0
CORR_ACC_00000734,correspondent_account,30114,-32670.23975088133,USD,2016-12-01,,0.0002928819400657302,BANK_134,bank,2024-12-31,loro,Bank_134,False,mock_generator,1.0
CORR_ACC_00000735,correspondent_account,30110,-3074464.110649026,RUB,2017-12-12,,0.0005161738469913349,BANK_135,bank,2024-12-31,loro,Bank_135,False,mock_generator,1.0
CORR_ACC_00000736,correspondent_account,30109,16354979.455395965,RUB,2022-05-18,,1.0818411036192076e-05,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000737,correspondent_account,30114,-8736301.885736896,RUB,2019-07-11,,0.00011594854016321764,BANK_137,bank,2024-12-31,loro,Bank_137,False,mock_generator,1.0
CORR_ACC_00000738,correspondent_account,30109,-1796860.0206936332,RUB,2017-12-08,,0.0008494853872915345,BANK_138,bank,2024-12-31,loro,Bank_138,False,mock_generator,1.0
CORR_ACC_00000739,correspondent_account,30109,180666.43406144727,RUB,2021-05-16,,0.0005202656953015312,BANK_139,bank,2024-12-31,nostro,Bank_139,False,mock_generator,1.0
CORR_ACC_00000740,correspondent_account,30109,589286.139190508,CNY,2023-05-13,,0.0004270803430615477,BANK_140,bank,2024-12-31,nostro,Bank_140,False,mock_generator,1.0
CORR_ACC_00000741,correspondent_account,30109,84242.4544407145,EUR,2018-01-27,,0.0009794835884487292,BANK_141,bank,2024-12-31,nostro,Bank_141,False,mock_generator,1.0
CORR_ACC_00000742,correspondent_account,30114,8420226.348345106,RUB,2019-07-22,,0.0005480843711250952,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000743,correspondent_account,30102,-19890.848849969356,USD,2018-10-28,,0.0008137867403253271,BANK_143,bank,2024-12-31,loro,Bank_143,False,mock_generator,1.0
CORR_ACC_00000744,correspondent_account,30110,1000000.0,RUB,2018-12-25,,0.0007763181240272228,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000745,correspondent_account,30110,626601.350246022,CNY,2020-08-23,,0.0002612736236749579,BANK_145,bank,2024-12-31,nostro,Bank_145,False,mock_generator,1.0
CORR_ACC_00000746,correspondent_account,30110,212954397.3240676,RUB,2018-07-17,,0.0004228104450235425,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000747,correspondent_account,30109,16926662.857106958,RUB,2022-05-17,,1.4459494966015952e-06,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000748,correspondent_account,30109,308111.7371678451,EUR,2021-05-13,,0.00040451017792271905,BANK_148,bank,2024-12-31,nostro,Bank_148,False,mock_generator,1.0
CORR_ACC_00000749,correspondent_account,30110,94094634.3698144,RUB,2024-01-02,,8.244411727520441e-08,BANK_149,bank,2024-12-31,nostro,Bank_149,False,mock_generator,1.0
CORR_ACC_00000750,correspondent_account,30114,2381545.137577723,USD,2023-12-12,,0.0004189850274793664,BANK_000,bank,2024-12-31,nostro,Bank_000,False,mock_generator,1.0
CORR_ACC_00000751,correspondent_account,30114,-9963.602524357924,USD,2015-10-19,,0.0004124504421156261,BANK_001,bank,2024-12-31,loro,Bank_001,False,mock_generator,1.0
CORR_ACC_00000752,correspondent_account,30110,4892684.491647262,RUB,2021-03-07,,0.0007259450956523799,BANK_002,bank,2024-12-31,nostro,Bank_002,False,mock_generator,1.0
CORR_ACC_00000753,correspondent_account,30102,215891.616811254,USD,2018-04-04,,0.00012183805559698959,BANK_003,bank,2024-12-31,nostro,Bank_003,False,mock_generator,1.0
CORR_ACC_00000754,correspondent_account,30110,-2968060.5501891114,RUB,2019-06-10,,0.00029748066381985106,BANK_004,bank,2024-12-31,loro,Bank_004,False,mock_generator,1.0
CORR_ACC_00000755,correspondent_account,30109,-126284.23908040284,RUB,2015-10-24,,4.045921338859427e-05,BANK_005,bank,2024-12-31,loro,Bank_005,False,mock_generator,1.0
CORR_ACC_00000756,correspondent_account,30109,-2674519.9415395875,RUB,2017-11-08,,7.958823285773876e-05,BANK_006,bank,2024-12-31,loro,Bank_006,False,mock_generator,1.0
CORR_ACC_00000757,correspondent_account,30110,7527.910494950573,USD,2015-05-29,,0.000876149782740691,BANK_007,bank,2024-12-31,nostro,Bank_007,False,mock_generator,1.0
CORR_ACC_00000758,correspondent_account,30110,52061359.46196744,RUB,2016-01-25,,0.000625914126061966,BANK_008,bank,2024-12-31,nostro,Bank_008,False,mock_generator,1.0
CORR_ACC_00000759,correspondent_account,30102,687986.5309769637,USD,2021-02-12,,0.00042797696899377237,BANK_009,bank,2024-12-31,nostro,Bank_009,False,mock_generator,1.0
CORR_ACC_00000760,correspondent_account,30102,10100864.976391766,RUB,2016-10-05,,0.00043308785346258844,BANK_010,bank,2024-12-31,nostro,Bank_010,False,mock_generator,1.0
CORR_ACC_00000761,correspondent_account,30110,2450592.4039432276,RUB,2015-04-26,,0.0008588530042601825,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000762,correspondent_account,30102,12779992.818181146,RUB,2015-06-20,,4.8726855798549296e-05,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000763,correspondent_account,30102,-353504.22117466724,EUR,2021-01-04,,0.0008066377875107913,BANK_013,bank,2024-12-31,loro,Bank_013,False,mock_generator,1.0
CORR_ACC_00000764,correspondent_account,30114,42467072.44963863,RUB,2015-10-08,,0.0003297832107937137,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000765,correspondent_account,30102,2642602.408027733,USD,2020-06-02,,0.0001631834765958323,BANK_015,bank,2024-12-31,nostro,Bank_015,False,mock_generator,1.0
CORR_ACC_00000766,correspondent_account,30109,1032393.6327014074,USD,2020-01-01,,0.00032600416728620146,BANK_016,bank,2024-12-31,nostro,Bank_016,False,mock_generator,1.0
CORR_ACC_00000767,correspondent_account,30109,5340121.803796964,RUB,2016-03-10,,0.00043777972807899744,BANK_017,bank,2024-12-31,nostro,Bank_017,False,mock_generator,1.0
CORR_ACC_00000768,correspondent_account,30102,-111400891.11085914,RUB,2022-06-09,,0.0007404096225176272,BANK_018,bank,2024-12-31,loro,Bank_018,False,mock_generator,1.0
CORR_ACC_00000769,correspondent_account,30109,20627282.196583208,RUB,2017-01-24,,0.00014246131865502544,BANK_019,bank,2024-12-31,nostro,Bank_019,False,mock_generator,1.0
CORR_ACC_00000770,correspondent_account,30109,8708459.463107334,RUB,2018-09-23,,0.0005298476702928084,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000771,correspondent_account,30110,-23816.602608097313,USD,2023-10-04,,0.0002515924726728044,BANK_021,bank,2024-12-31,loro,Bank_021,False,mock_generator,1.0
CORR_ACC_00000772,correspondent_account,30109,30666802.02909641,RUB,2017-08-26,,0.0002719532375234829,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000773,correspondent_account,30110,36627.18293779438,USD,2018-05-25,,0.0006442627424843375,BANK_023,bank,2024-12-31,nostro,Bank_023,False,mock_generator,1.0
CORR_ACC_00000774,correspondent_account,30110,-28644.11240023547,USD,2021-05-19,,0.0007424263587144009,BANK_024,bank,2024-12-31,loro,Bank_024,False,mock_generator,1.0
CORR_ACC_00000775,correspondent_account,30109,963900471.653967,RUB,2016-12-28,,0.0005496901643277593,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000776,correspondent_account,30102,286282.39057237457,USD,2023-06-26,,0.00037852547027987683,BANK_026,bank,2024-12-31,nostro,Bank_026,False,mock_generator,1.0
CORR_ACC_00000777,correspondent_account,30102,61532.04821096295,CNY,2015-06-17,,0.00015528554330829892,BANK_027,bank,2024-12-31,nostro,Bank_027,False,mock_generator,1.0
CORR_ACC_00000778,correspondent_account,30114,-48272.50940472889,USD,2022-06-07,,0.0005087388385271651,BANK_028,bank,2024-12-31,loro,Bank_028,False,mock_generator,1.0
CORR_ACC_00000779,correspondent_account,30114,34826.11316002186,CNY,2016-04-24,,0.0002678341659197692,BANK_029,bank,2024-12-31,nostro,Bank_029,False,mock_generator,1.0
CORR_ACC_00000780,correspondent_account,30109,9497.850762021142,EUR,2017-03-04,,0.0006717299618218697,BANK_030,bank,2024-12-31,nostro,Bank_030,False,mock_generator,1.0
CORR_ACC_00000781,correspondent_account,30110,-65036.39420045377,EUR,2017-06-27,,0.000289499493402052,BANK_031,bank,2024-12-31,loro,Bank_031,False,mock_generator,1.0
CORR_ACC_00000782,correspondent_account,30110,10745245.624424485,RUB,2019-12-25,,0.0007582987809771351,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000783,correspondent_account,30109,48844.94174602901,USD,2016-07-11,,2.942001583329213e-05,BANK_033,bank,2024-12-31,nostro,Bank_033,False,mock_generator,1.0
CORR_ACC_00000784,correspondent_account,30110,-40615.235453893,USD,2022-01-04,,0.0002632825348244774,BANK_034,bank,2024-12-31,loro,Bank_034,False,mock_generator,1.0
CORR_ACC_00000785,correspondent_account,30114,242469.97903705048,USD,2019-07-03,,0.0005797691598693074,BANK_035,bank,2024-12-31,nostro,Bank_035,False,mock_generator,1.0
CORR_ACC_00000786,correspondent_account,30109,21102011.962190844,RUB,2021-10-17,,0.0009750327461966891,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000787,correspondent_account,30114,34486119.013987504,RUB,2019-08-13,,0.0008083833248602473,BANK_037,bank,2024-12-31,nostro,Bank_037,False,mock_generator,1.0
CORR_ACC_00000788,correspondent_account,30109,1382842.664350408,EUR,2024-04-10,,0.00043896677420938605,BANK_038,bank,2024-12-31,nostro,Bank_038,False,mock_generator,1.0
CORR_ACC_00000789,correspondent_account,30102,45449.006753233494,EUR,2021-03-06,,0.0004268302277863881,BANK_039,bank,2024-12-31,nostro,Bank_039,False,mock_generator,1.0
CORR_ACC_00000790,correspondent_account,30110,-251844.31435413216,USD,2021-07-15,,0.0002070502115748357,BANK_040,bank,2024-12-31,loro,Bank_040,False,mock_generator,1.0
CORR_ACC_00000791,correspondent_account,30114,-668935.1680742558,RUB,2023-03-18,,9.513937746327916e-06,BANK_041,bank,2024-12-31,loro,Bank_041,False,mock_generator,1.0
CORR_ACC_00000792,correspondent_account,30114,81961032.13948292,RUB,2022-08-02,,0.0005657626949045028,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000793,correspondent_account,30114,37452.69370223406,USD,2016-05-12,,0.0004518732973909481,BANK_043,bank,2024-12-31,nostro,Bank_043,False,mock_generator,1.0
CORR_ACC_00000794,correspondent_account,30110,90639804.89908731,RUB,2018-04-07,,2.083173356292378e-06,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000795,correspondent_account,30102,62630.71923569936,USD,2021-06-06,,2.7199412814915784e-05,BANK_045,bank,2024-12-31,nostro,Bank_045,False,mock_generator,1.0
CORR_ACC_00000796,correspondent_account,30110,257156847.16623726,RUB,2016-11-21,,0.0003608969313479939,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000797,correspondent_account,30109,39333473.694882326,RUB,2015-02-18,,0.0008707188944944433,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000798,correspondent_account,30109,12446407.773581289,RUB,2022-11-11,,0.0006025673346072054,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000799,correspondent_account,30109,43851386.1714514,RUB,2023-01-11,,0.0001541028034781812,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000800,correspondent_account,30102,-163632.2084391368,USD,2024-04-22,,0.0006881016339011528,BANK_050,bank,2024-12-31,loro,Bank_050,False,mock_generator,1.0
CORR_ACC_00000801,correspondent_account,30102,44210930.27006511,RUB,2021-10-26,,0.0005595922910747106,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000802,correspondent_account,30109,66349019.20435334,RUB,2017-07-09,,0.0005308684775942384,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000803,correspondent_account,30109,-49989789.65920883,RUB,2020-11-07,,1.6964384828886516e-05,BANK_053,bank,2024-12-31,loro,Bank_053,False,mock_generator,1.0
CORR_ACC_00000804,correspondent_account,30109,99041198.34106143,RUB,2023-06-12,,0.0005950928901989077,BANK_054,bank,2024-12-31,nostro,Bank_054,False,mock_generator,1.0
CORR_ACC_00000805,correspondent_account,30114,100000.0,RUB,2021-02-17,,0.00012224231663521035,BANK_055,bank,2024-12-31,nostro,Bank_055,False,mock_generator,1.0
CORR_ACC_00000806,correspondent_account,30114,227319727.6635172,RUB,2016-03-26,,0.000596136891679115,BANK_056,bank,2024-12-31,nostro,Bank_056,False,mock_generator,1.0
CORR_ACC_00000807,correspondent_account,30102,35127890.59850063,RUB,2020-11-11,,0.00045851206963512113,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000808,correspondent_account,30102,962325781.9229987,RUB,2015-10-12,,0.00043298336362811564,BANK_058,bank,2024-12-31,nostro,Bank_058,False,mock_generator,1.0
CORR_ACC_00000809,correspondent_account,30114,41211.58116606084,EUR,2015-08-21,,0.00045652480385782263,BANK_059,bank,2024-12-31,nostro,Bank_059,False,mock_generator,1.0
CORR_ACC_00000810,correspondent_account,30114,-2512322.5578036727,USD,2022-02-25,,0.0005078602102716758,BANK_060,bank,2024-12-31,loro,Bank_060,False,mock_generator,1.0
CORR_ACC_00000811,correspondent_account,30109,26940198.150364872,RUB,2019-07-19,,0.0009946172638757129,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000812,correspondent_account,30102,216687.9721769134,USD,2015-06-05,,0.0004920917248867471,BANK_062,bank,2024-12-31,nostro,Bank_062,False,mock_generator,1.0
CORR_ACC_00000813,correspondent_account,30110,28068.927048124733,CNY,2022-06-21,,0.0005274525983801838,BANK_063,bank,2024-12-31,nostro,Bank_063,False,mock_generator,1.0
CORR_ACC_00000814,correspondent_account,30110,50219875.457265325,RUB,2022-08-12,,0.00018315139386236977,BANK_064,bank,2024-12-31,nostro,Bank_064,False,mock_generator,1.0
CORR_ACC_00000815,correspondent_account,30114,70817929.15052167,RUB,2022-03-03,,0.00021513784238372626,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000816,correspondent_account,30109,26889222.2716031,RUB,2019-02-26,,1.5548581237598836e-06,BANK_066,bank,2024-12-31,nostro,Bank_066,False,mock_generator,1.0
CORR_ACC_00000817,correspondent_account,30114,87517.53989150857,USD,2019-09-23,,7.170270694611902e-05,BANK_067,bank,2024-12-31,nostro,Bank_067,False,mock_generator,1.0
CORR_ACC_00000818,correspondent_account,30110,7677939.4883940965,RUB,2022-02-03,,0.0008379221194415448,BANK_068,bank,2024-12-31,nostro,Bank_068,False,mock_generator,1.0
CORR_ACC_00000819,correspondent_account,30109,209487929.4664829,RUB,2022-11-30,,0.0004904792802890362,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000820,correspondent_account,30102,737852.4450824154,RUB,2023-03-13,,0.0007572236559538614,BANK_070,bank,2024-12-31,nostro,Bank_070,False,mock_generator,1.0
CORR_ACC_00000821,correspondent_account,30109,44065765.233188786,RUB,2019-07-25,,0.0007009304534985539,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000822,correspondent_account,30102,17771.797755384225,EUR,2022-10-27,,0.0002448523373849705,BANK_072,bank,2024-12-31,nostro,Bank_072,False,mock_generator,1.0
CORR_ACC_00000823,correspondent_account,30114,110169612.97469346,RUB,2020-07-07,,0.00047593969765294424,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000824,correspondent_account,30110,-236832.37393445507,EUR,2015-02-03,,0.0004071422514311386,BANK_074,bank,2024-12-31,loro,Bank_074,False,mock_generator,1.0
CORR_ACC_00000825,correspondent_account,30110,-37001.27467153185,USD,2017-08-14,,0.000514372767675573,BANK_075,bank,2024-12-31,loro,Bank_075,False,mock_generator,1.0
CORR_ACC_00000826,correspondent_account,30114,52144625.08316058,RUB,2018-09-20,,9.337511334446403e-05,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
CORR_ACC_00000827,correspondent_account,30114,398640061.51796603,RUB,2018-12-03,,2.5499702438436137e-05,BANK_077,bank,2024-12-31,nostro,Bank_077,False,mock_generator,1.0
CORR_ACC_00000828,correspondent_account,30110,81588.43450915295,USD,2017-01-16,,0.0007302475476557945,BANK_078,bank,2024-12-31,nostro,Bank_078,False,mock_generator,1.0
CORR_ACC_00000829,correspondent_account,30102,160289.30740699967,CNY,2024-02-28,,0.0005377868043830839,BANK_079,bank,2024-12-31,nostro,Bank_079,False,mock_generator,1.0
CORR_ACC_00000830,correspondent_account,30114,84280892.77929945,RUB,2021-02-20,,0.000563841768809582,BANK_080,bank,2024-12-31,nostro,Bank_080,False,mock_generator,1.0
CORR_ACC_00000831,correspondent_account,30109,912421.020671458,RUB,2020-12-19,,0.0006720182591193178,BANK_081,bank,2024-12-31,nostro,Bank_081,False,mock_generator,1.0
CORR_ACC_00000832,correspondent_account,30102,48329.181109176905,CNY,2015-12-13,,0.0007353754221904776,BANK_082,bank,2024-12-31,nostro,Bank_082,False,mock_generator,1.0
CORR_ACC_00000833,correspondent_account,30109,641224.4465079034,EUR,2017-02-22,,0.0003930098366049616,BANK_083,bank,2024-12-31,nostro,Bank_083,False,mock_generator,1.0
CORR_ACC_00000834,correspondent_account,30109,96758.42546430988,CNY,2015-07-05,,0.0002597013888050224,BANK_084,bank,2024-12-31,nostro,Bank_084,False,mock_generator,1.0
CORR_ACC_00000835,correspondent_account,30102,6475.188111518664,USD,2023-12-18,,0.0009218806701451887,BANK_085,bank,2024-12-31,nostro,Bank_085,False,mock_generator,1.0
CORR_ACC_00000836,correspondent_account,30110,-4630.343556927663,EUR,2022-05-14,,0.0009633481321855962,BANK_086,bank,2024-12-31,loro,Bank_086,False,mock_generator,1.0
CORR_ACC_00000837,correspondent_account,30109,108913.84716453805,USD,2020-01-31,,0.0008241206972538286,BANK_087,bank,2024-12-31,nostro,Bank_087,False,mock_generator,1.0
CORR_ACC_00000838,correspondent_account,30102,-1405.959769122441,EUR,2019-05-04,,9.53096789031911e-05,BANK_088,bank,2024-12-31,loro,Bank_088,False,mock_generator,1.0
CORR_ACC_00000839,correspondent_account,30109,157994759.67820147,RUB,2024-06-04,,0.00025011919245364035,CBR_001,central_bank,2024-12-31,cbr_operational,Central Bank of Russia,False,mock_generator,1.0
CORR_ACC_00000840,correspondent_account,30110,95291.05026228502,CNY,2023-11-28,,0.0009322663021888827,BANK_090,bank,2024-12-31,nostro,Bank_090,False,mock_generator,1.0
CORR_ACC_00000841,correspondent_account,30109,-76164257.42998481,RUB,2017-10-25,,0.0003328567765701628,BANK_091,bank,2024-12-31,loro,Bank_091,False,mock_generator,1.0
CORR_ACC_00000842,correspondent_account,30102,-6553690.74190433,RUB,2024-04-30,,0.0008006241509278835,BANK_092,bank,2024-12-31,loro,Bank_092,False,mock_generator,1.0
CORR_ACC_00000843,correspondent_account,30110,367102481.7044278,RUB,2019-08-28,,0.0003067825149401954,CBR_001,central_bank,2024-12-31,cbr_required_reserve,Central Bank of Russia,True,mock_generator,1.0
