instrument_id,instrument_type,balance_account,amount,currency,start_date,maturity_date,interest_rate,counterparty_id,counterparty_type,as_of_date,is_placement,counterparty_bank,credit_rating,data_source,version
MBK_00005164,interbank_loan,32102,538801.2489397258,USD,2024-12-19,2025-01-18,0.05232706753118668,BANK_064,bank,2024-12-31,True,Bank_064,BBB,mock_generator,1.0
MBK_00005165,interbank_loan,32002,-43666999.28443958,RUB,2024-12-26,2025-01-02,0.17438228527167843,BANK_065,bank,2024-12-31,False,Bank_065,BBB,mock_generator,1.0
MBK_00005166,interbank_loan,32101,13352782.755724313,RUB,2024-12-04,2025-06-02,0.17119963413075243,BANK_066,bank,2024-12-31,True,Bank_066,BB,mock_generator,1.0
MBK_00005167,interbank_loan,32102,371419.36137090344,EUR,2024-12-30,2025-03-30,0.053376174840663246,BANK_067,bank,2024-12-31,True,Bank_067,A,mock_generator,1.0
MBK_00005168,interbank_loan,32101,58823.529411764706,EUR,2024-12-14,2025-03-14,0.048285770334302744,BANK_068,bank,2024-12-31,True,Bank_068,AA,mock_generator,1.0
MBK_00005169,interbank_loan,32001,232331.888982767,USD,2024-12-17,2025-01-16,0.058331850832375826,BANK_069,bank,2024-12-31,True,Bank_069,BBB,mock_generator,1.0
MBK_00005170,interbank_loan,32001,155072.4253416094,USD,2024-12-28,2025-01-11,0.0690962906015867,BANK_070,bank,2024-12-31,True,Bank_070,AA,mock_generator,1.0
MBK_00005171,interbank_loan,32001,5000000.0,RUB,2024-12-26,2025-01-09,0.1628146153722091,BANK_071,bank,2024-12-31,True,Bank_071,A,mock_generator,1.0
MBK_00005172,interbank_loan,32002,2674419.48779011,USD,2024-12-29,2025-01-05,0.05617320880397636,BANK_072,bank,2024-12-31,True,Bank_072,BBB,mock_generator,1.0
MBK_00005173,interbank_loan,32002,-105352.78863842846,EUR,2024-12-29,2025-01-05,0.04812598735224679,BANK_073,bank,2024-12-31,False,Bank_073,BBB,mock_generator,1.0
MBK_00005174,interbank_loan,32002,18043136.189586874,RUB,2024-12-31,2025-01-01,0.15585589730090038,BANK_074,bank,2024-12-31,True,Bank_074,A,mock_generator,1.0
MBK_00005175,interbank_loan,32101,-25570953.570162237,RUB,2024-12-29,2025-01-28,0.15831061319727968,BANK_075,bank,2024-12-31,False,Bank_075,BBB,mock_generator,1.0
MBK_00005176,interbank_loan,32001,-6138964.616177197,RUB,2024-12-05,2025-03-05,0.16655711570472578,BANK_076,bank,2024-12-31,False,Bank_076,A,mock_generator,1.0
MBK_00005177,interbank_loan,32002,-12985320.148534285,RUB,2024-12-22,2025-01-05,0.15842506535327922,BANK_077,bank,2024-12-31,False,Bank_077,AA,mock_generator,1.0
MBK_00005178,interbank_loan,32101,138095379.4882872,RUB,2024-12-03,2025-01-02,0.1714456322685287,BANK_078,bank,2024-12-31,True,Bank_078,AA,mock_generator,1.0
MBK_00005179,interbank_loan,32002,-44109673.2003369,RUB,2024-12-08,2025-01-07,0.15543249967731612,BANK_079,bank,2024-12-31,False,Bank_079,BB,mock_generator,1.0
MBK_00005180,interbank_loan,32101,11214199.605119318,RUB,2024-12-16,2025-12-16,0.16319054624554993,BANK_080,bank,2024-12-31,True,Bank_080,BB,mock_generator,1.0
MBK_00005181,interbank_loan,32102,42218306.38309082,RUB,2024-12-05,2025-01-04,0.16180684388066752,BANK_081,bank,2024-12-31,True,Bank_081,A,mock_generator,1.0
MBK_00005182,interbank_loan,32002,25971652.23783689,RUB,2024-12-28,2025-01-04,0.15988133427825418,BANK_082,bank,2024-12-31,True,Bank_082,A,mock_generator,1.0
MBK_00005183,interbank_loan,32001,-464890.469964132,USD,2024-12-31,2025-01-01,0.05269753597298317,BANK_083,bank,2024-12-31,False,Bank_083,A,mock_generator,1.0
MBK_00005184,interbank_loan,32001,-24098820.951831613,RUB,2024-12-13,2025-03-13,0.1680185911492205,BANK_084,bank,2024-12-31,False,Bank_084,A,mock_generator,1.0
MBK_00005185,interbank_loan,32102,-38080486.18882212,RUB,2024-12-30,2025-06-28,0.17412479325290994,BANK_085,bank,2024-12-31,False,Bank_085,A,mock_generator,1.0
MBK_00005186,interbank_loan,32101,7558803.055210283,RUB,2024-12-21,2025-01-20,0.1684475166744825,BANK_086,bank,2024-12-31,True,Bank_086,BBB,mock_generator,1.0
MBK_00005187,interbank_loan,32101,-5000000.0,RUB,2024-12-15,2025-03-15,0.16513540668520776,BANK_087,bank,2024-12-31,False,Bank_087,A,mock_generator,1.0
MBK_00005188,interbank_loan,32002,11541172.82473422,RUB,2024-12-05,2025-06-03,0.1692976534593075,BANK_088,bank,2024-12-31,True,Bank_088,BBB,mock_generator,1.0
MBK_00005189,interbank_loan,32002,1448494.0816391057,USD,2024-12-31,2025-01-01,0.06222237746203884,BANK_089,bank,2024-12-31,True,Bank_089,BBB,mock_generator,1.0
MBK_00005190,interbank_loan,32002,-25523896.179709747,RUB,2024-12-30,2025-01-06,0.15519335403715417,BANK_090,bank,2024-12-31,False,Bank_090,A,mock_generator,1.0
MBK_00005191,interbank_loan,32002,-58823.529411764706,USD,2024-12-11,2025-01-10,0.0697019362972925,BANK_091,bank,2024-12-31,False,Bank_091,A,mock_generator,1.0
MBK_00005192,interbank_loan,32002,-5000000.0,RUB,2024-12-02,2025-01-01,0.16655246255674197,BANK_092,bank,2024-12-31,False,Bank_092,AA,mock_generator,1.0
MBK_00005193,interbank_loan,32101,74217.29989287166,USD,2024-12-18,2025-01-01,0.06392301444007129,BANK_093,bank,2024-12-31,True,Bank_093,AAA,mock_generator,1.0
MBK_00005194,interbank_loan,32101,-6625592.335240007,RUB,2024-12-29,2025-01-05,0.16875362862518917,BANK_094,bank,2024-12-31,False,Bank_094,BBB,mock_generator,1.0
MBK_00005195,interbank_loan,32002,208066.2483354983,EUR,2024-12-12,2025-01-11,0.04418676833280065,BANK_095,bank,2024-12-31,True,Bank_095,A,mock_generator,1.0
MBK_00005196,interbank_loan,32001,438840.70332853217,USD,2024-12-07,2025-01-06,0.06898326924795725,BANK_096,bank,2024-12-31,True,Bank_096,BB,mock_generator,1.0
MBK_00005197,interbank_loan,32002,15077848.747402934,RUB,2024-12-06,2025-12-06,0.1621891848997158,BANK_097,bank,2024-12-31,True,Bank_097,A,mock_generator,1.0
MBK_00005198,interbank_loan,32002,-895875598.3161098,RUB,2024-12-22,2025-01-05,0.1587924525873163,BANK_098,bank,2024-12-31,False,Bank_098,BB,mock_generator,1.0
MBK_00005199,interbank_loan,32002,1176873.336436731,USD,2024-12-31,2025-03-31,0.0525044316296691,BANK_099,bank,2024-12-31,True,Bank_099,BBB,mock_generator,1.0
MBK_00005200,interbank_loan,32001,9355186.723283306,RUB,2024-12-15,2025-03-15,0.1669113951871838,BANK_000,bank,2024-12-31,True,Bank_000,A,mock_generator,1.0
MBK_00005201,interbank_loan,32102,-32796934.768208105,RUB,2024-12-10,2025-06-08,0.15706663945631696,BANK_001,bank,2024-12-31,False,Bank_001,A,mock_generator,1.0
MBK_00005202,interbank_loan,32102,6434820.904407687,RUB,2024-12-26,2025-01-25,0.1729268187313197,BANK_002,bank,2024-12-31,True,Bank_002,BBB,mock_generator,1.0
MBK_00005203,interbank_loan,32001,784042.6320654219,USD,2024-12-28,2025-01-11,0.066947234008427,BANK_003,bank,2024-12-31,True,Bank_003,BBB,mock_generator,1.0
MBK_00005204,interbank_loan,32001,-30668146.663906444,RUB,2024-12-31,2025-01-07,0.1677123247951105,BANK_004,bank,2024-12-31,False,Bank_004,BB,mock_generator,1.0
MBK_00005205,interbank_loan,32102,5755265.058673595,RUB,2024-12-13,2025-03-13,0.16889462117046614,BANK_005,bank,2024-12-31,True,Bank_005,A,mock_generator,1.0
MBK_00005206,interbank_loan,32102,-57694390.28815184,RUB,2024-12-31,2025-01-07,0.15639158122515304,BANK_006,bank,2024-12-31,False,Bank_006,A,mock_generator,1.0
MBK_00005207,interbank_loan,32101,5121629.787137298,RUB,2024-12-22,2025-01-05,0.17428983377912374,BANK_007,bank,2024-12-31,True,Bank_007,A,mock_generator,1.0
MBK_00005208,interbank_loan,32102,17383847.811070867,RUB,2024-12-28,2025-03-28,0.17169043478185192,BANK_008,bank,2024-12-31,True,Bank_008,A,mock_generator,1.0
MBK_00005209,interbank_loan,32002,5000000.0,RUB,2024-12-29,2025-01-05,0.16712074384861797,BANK_009,bank,2024-12-31,True,Bank_009,BBB,mock_generator,1.0
MBK_00005210,interbank_loan,32101,216364632.88479754,RUB,2024-12-31,2025-01-30,0.160152296852302,BANK_010,bank,2024-12-31,True,Bank_010,A,mock_generator,1.0
MBK_00005211,interbank_loan,32002,36819794.96838842,RUB,2024-12-20,2025-01-03,0.1736543310355473,BANK_011,bank,2024-12-31,True,Bank_011,BBB,mock_generator,1.0
MBK_00005212,interbank_loan,32101,5000000.0,RUB,2024-12-06,2025-03-06,0.15996008732084344,BANK_012,bank,2024-12-31,True,Bank_012,BB,mock_generator,1.0
MBK_00005213,interbank_loan,32001,-206913.21292166723,USD,2024-12-25,2025-01-24,0.06875026231699785,BANK_013,bank,2024-12-31,False,Bank_013,AA,mock_generator,1.0
MBK_00005214,interbank_loan,32002,5000000.0,RUB,2024-12-31,2025-01-14,0.16406064711631352,BANK_014,bank,2024-12-31,True,Bank_014,BBB,mock_generator,1.0
MBK_00005215,interbank_loan,32002,-16023593.501795571,RUB,2024-12-20,2025-03-20,0.16378179786667804,BANK_015,bank,2024-12-31,False,Bank_015,AA,mock_generator,1.0
MBK_00005216,interbank_loan,32001,35387827.31422219,RUB,2024-12-09,2025-03-09,0.16639249918980806,BANK_016,bank,2024-12-31,True,Bank_016,BB,mock_generator,1.0
MBK_00005217,interbank_loan,32002,5000000.0,RUB,2024-12-27,2025-01-26,0.1648954676129036,BANK_017,bank,2024-12-31,True,Bank_017,A,mock_generator,1.0
MBK_00005218,interbank_loan,32102,-170606329.775754,RUB,2024-12-26,2025-01-02,0.1596733365957148,BANK_018,bank,2024-12-31,False,Bank_018,A,mock_generator,1.0
MBK_00005219,interbank_loan,32101,209921.61779458873,USD,2024-12-29,2025-03-29,0.06656071898630093,BANK_019,bank,2024-12-31,True,Bank_019,BBB,mock_generator,1.0
MBK_00005220,interbank_loan,32101,-117140897.27077213,RUB,2024-12-15,2025-01-14,0.1634192078472806,BANK_020,bank,2024-12-31,False,Bank_020,A,mock_generator,1.0
MBK_00005221,interbank_loan,32102,-21023881.350634895,RUB,2024-12-24,2025-03-24,0.1660686004294715,BANK_021,bank,2024-12-31,False,Bank_021,A,mock_generator,1.0
MBK_00005222,interbank_loan,32002,-64374888.788217485,RUB,2024-12-04,2025-06-02,0.16766860953338739,BANK_022,bank,2024-12-31,False,Bank_022,AA,mock_generator,1.0
MBK_00005223,interbank_loan,32102,-5000000.0,RUB,2024-12-20,2025-01-03,0.16815201584097822,BANK_023,bank,2024-12-31,False,Bank_023,A,mock_generator,1.0
MBK_00005224,interbank_loan,32002,200455837.58984518,RUB,2024-12-31,2025-01-01,0.16206531069459018,BANK_024,bank,2024-12-31,True,Bank_024,BBB,mock_generator,1.0
MBK_00005225,interbank_loan,32102,11059102.6225292,RUB,2024-12-21,2025-01-04,0.1673574277469637,BANK_025,bank,2024-12-31,True,Bank_025,BBB,mock_generator,1.0
MBK_00005226,interbank_loan,32101,226462.68035993385,USD,2024-12-14,2025-01-13,0.052872923501092364,BANK_026,bank,2024-12-31,True,Bank_026,A,mock_generator,1.0
MBK_00005227,interbank_loan,32002,4006547.360414638,USD,2024-12-31,2025-01-01,0.06533461282066068,BANK_027,bank,2024-12-31,True,Bank_027,AA,mock_generator,1.0
MBK_00005228,interbank_loan,32002,-140089.2420115194,USD,2024-12-29,2025-01-28,0.05012559748405233,BANK_028,bank,2024-12-31,False,Bank_028,BBB,mock_generator,1.0
MBK_00005229,interbank_loan,32101,8280817.800748886,RUB,2024-12-31,2025-03-31,0.1594275754691991,BANK_029,bank,2024-12-31,True,Bank_029,AA,mock_generator,1.0
MBK_00005230,interbank_loan,32001,5000000.0,RUB,2024-12-19,2025-01-18,0.1647920926257995,BANK_030,bank,2024-12-31,True,Bank_030,BBB,mock_generator,1.0
MBK_00005231,interbank_loan,32102,-798237.6955519565,EUR,2024-12-25,2025-03-25,0.046362504160740226,BANK_031,bank,2024-12-31,False,Bank_031,A,mock_generator,1.0
MBK_00005232,interbank_loan,32101,-189361364.1373393,RUB,2024-12-31,2025-01-01,0.1669183758399296,BANK_032,bank,2024-12-31,False,Bank_032,BBB,mock_generator,1.0
MBK_00005233,interbank_loan,32001,-35490293.914995745,RUB,2024-12-25,2025-01-01,0.1732750164615449,BANK_033,bank,2024-12-31,False,Bank_033,AA,mock_generator,1.0
MBK_00005234,interbank_loan,32101,-24326416.958732795,RUB,2024-12-23,2025-01-06,0.17005329067598318,BANK_034,bank,2024-12-31,False,Bank_034,AAA,mock_generator,1.0
MBK_00005235,interbank_loan,32101,624264.6747930388,USD,2024-12-31,2025-01-01,0.06541311228807564,BANK_035,bank,2024-12-31,True,Bank_035,BBB,mock_generator,1.0
MBK_00005236,interbank_loan,32001,85762.66788698331,USD,2024-12-25,2025-01-01,0.05364079479413736,BANK_036,bank,2024-12-31,True,Bank_036,BBB,mock_generator,1.0
MBK_00005237,interbank_loan,32102,876711.2113300684,USD,2024-12-26,2025-01-02,0.05721652272843519,BANK_037,bank,2024-12-31,True,Bank_037,A,mock_generator,1.0
MBK_00005238,interbank_loan,32102,-48309432.89997547,RUB,2024-12-31,2025-01-01,0.16050670867566585,BANK_038,bank,2024-12-31,False,Bank_038,BBB,mock_generator,1.0
MBK_00005239,interbank_loan,32001,768870.6637957529,USD,2024-12-15,2025-03-15,0.06743085657236049,BANK_039,bank,2024-12-31,True,Bank_039,A,mock_generator,1.0
MBK_00005240,interbank_loan,32102,165350604.20210892,RUB,2024-12-05,2025-03-05,0.17230206173025897,BANK_040,bank,2024-12-31,True,Bank_040,BBB,mock_generator,1.0
MBK_00005241,interbank_loan,32001,10572960.911557954,RUB,2024-12-07,2025-01-06,0.15857041862150786,BANK_041,bank,2024-12-31,True,Bank_041,A,mock_generator,1.0
MBK_00005242,interbank_loan,32002,15063750.89442466,RUB,2024-12-31,2025-01-01,0.1590988709258233,BANK_042,bank,2024-12-31,True,Bank_042,A,mock_generator,1.0
MBK_00005243,interbank_loan,32102,35474553.30218611,RUB,2024-12-28,2025-01-04,0.15644494016990557,BANK_043,bank,2024-12-31,True,Bank_043,BBB,mock_generator,1.0
MBK_00005244,interbank_loan,32001,-267700.59614640544,USD,2024-12-06,2025-01-05,0.05449356599266764,BANK_044,bank,2024-12-31,False,Bank_044,BBB,mock_generator,1.0
MBK_00005245,interbank_loan,32102,58823.529411764706,USD,2024-12-31,2025-01-01,0.060612380556204604,BANK_045,bank,2024-12-31,True,Bank_045,A,mock_generator,1.0
MBK_00005246,interbank_loan,32101,-11206226.350848377,EUR,2024-12-27,2025-01-03,0.05317998568454906,BANK_046,bank,2024-12-31,False,Bank_046,BBB,mock_generator,1.0
MBK_00005247,interbank_loan,32002,91416873.7199874,RUB,2024-12-28,2025-12-28,0.17438361826065765,BANK_047,bank,2024-12-31,True,Bank_047,A,mock_generator,1.0
MBK_00005248,interbank_loan,32102,158008905.65079442,RUB,2024-12-25,2025-06-23,0.15623305771673845,BANK_048,bank,2024-12-31,True,Bank_048,A,mock_generator,1.0
MBK_00005249,interbank_loan,32002,-1042213.5641653507,EUR,2024-12-28,2025-01-04,0.05321086874164612,BANK_049,bank,2024-12-31,False,Bank_049,A,mock_generator,1.0
MBK_00005250,interbank_loan,32101,-152415.07114491568,EUR,2024-12-28,2025-12-28,0.04668788994824146,BANK_050,bank,2024-12-31,False,Bank_050,BBB,mock_generator,1.0
MBK_00005251,interbank_loan,32101,111104167.17724468,RUB,2024-12-26,2025-01-02,0.17150329726690733,BANK_051,bank,2024-12-31,True,Bank_051,AAA,mock_generator,1.0
MBK_00005252,interbank_loan,32101,-10791015.745644096,RUB,2024-12-28,2025-01-04,0.16367766509554244,BANK_052,bank,2024-12-31,False,Bank_052,BBB,mock_generator,1.0
MBK_00005253,interbank_loan,32101,-280528962.3681381,RUB,2024-12-05,2025-03-05,0.156043192038247,BANK_053,bank,2024-12-31,False,Bank_053,AA,mock_generator,1.0
MBK_00005254,interbank_loan,32002,5000000.0,RUB,2024-12-14,2025-06-12,0.17480665052544758,BANK_054,bank,2024-12-31,True,Bank_054,A,mock_generator,1.0
MBK_00005255,interbank_loan,32102,793889.5970951801,EUR,2024-12-21,2025-06-19,0.03609547975069574,BANK_055,bank,2024-12-31,True,Bank_055,A,mock_generator,1.0
MBK_00005256,interbank_loan,32101,155144718.68361062,RUB,2024-12-31,2025-01-07,0.1735211116771884,BANK_056,bank,2024-12-31,True,Bank_056,BB,mock_generator,1.0
MBK_00005257,interbank_loan,32101,7215887.826153003,RUB,2024-12-04,2025-01-03,0.16540239306794033,BANK_057,bank,2024-12-31,True,Bank_057,BBB,mock_generator,1.0
MBK_00005258,interbank_loan,32102,896682.0000239618,USD,2024-12-31,2025-01-07,0.05286954345935507,BANK_058,bank,2024-12-31,True,Bank_058,A,mock_generator,1.0
MBK_00005259,interbank_loan,32002,5895764.718972369,RUB,2024-12-31,2025-01-01,0.16832859630434602,BANK_059,bank,2024-12-31,True,Bank_059,AA,mock_generator,1.0
MBK_00005260,interbank_loan,32001,-15135455.230420286,RUB,2024-12-25,2025-01-01,0.1725792889306475,BANK_060,bank,2024-12-31,False,Bank_060,A,mock_generator,1.0
MBK_00005261,interbank_loan,32001,-161423.46060705278,USD,2024-12-16,2025-03-16,0.05748071257421152,BANK_061,bank,2024-12-31,False,Bank_061,BB,mock_generator,1.0
MBK_00005262,interbank_loan,32102,-72128414.83564477,RUB,2024-12-31,2025-01-01,0.1605389367424706,BANK_062,bank,2024-12-31,False,Bank_062,AAA,mock_generator,1.0
MBK_00005263,interbank_loan,32102,5000000.0,RUB,2024-12-26,2025-01-09,0.17145206701308996,BANK_063,bank,2024-12-31,True,Bank_063,A,mock_generator,1.0
MBK_00005264,interbank_loan,32102,-5000000.0,RUB,2024-12-10,2025-03-10,0.1721184237916175,BANK_064,bank,2024-12-31,False,Bank_064,A,mock_generator,1.0
MBK_00005265,interbank_loan,32101,26622262.01020568,RUB,2024-12-03,2025-06-01,0.16864262719638362,BANK_065,bank,2024-12-31,True,Bank_065,BBB,mock_generator,1.0
MBK_00005266,interbank_loan,32102,-4527331.022713866,USD,2024-12-23,2025-01-06,0.06803754436302689,BANK_066,bank,2024-12-31,False,Bank_066,A,mock_generator,1.0
MBK_00005267,interbank_loan,32102,-46089722.954407245,RUB,2024-12-26,2025-06-24,0.1706493921437751,BANK_067,bank,2024-12-31,False,Bank_067,BBB,mock_generator,1.0
MBK_00005268,interbank_loan,32102,-5000000.0,RUB,2024-12-26,2025-06-24,0.17056295191989282,BANK_068,bank,2024-12-31,False,Bank_068,A,mock_generator,1.0
MBK_00005269,interbank_loan,32001,-8970158.106166912,RUB,2024-12-27,2025-01-10,0.1621624991569409,BANK_069,bank,2024-12-31,False,Bank_069,A,mock_generator,1.0
MBK_00005270,interbank_loan,32102,-78782096.54834692,RUB,2024-12-20,2025-06-18,0.1733565845626678,BANK_070,bank,2024-12-31,False,Bank_070,AAA,mock_generator,1.0
MBK_00005271,interbank_loan,32101,-25497827.737426423,RUB,2024-12-31,2025-01-01,0.17343310449962593,BANK_071,bank,2024-12-31,False,Bank_071,BB,mock_generator,1.0
MBK_00005272,interbank_loan,32101,-87017524.67191666,RUB,2024-12-23,2025-06-21,0.16020501438182877,BANK_072,bank,2024-12-31,False,Bank_072,BBB,mock_generator,1.0
MBK_00005273,interbank_loan,32001,-30140731.092767753,RUB,2024-12-25,2025-03-25,0.16452305847865512,BANK_073,bank,2024-12-31,False,Bank_073,A,mock_generator,1.0
MBK_00005274,interbank_loan,32001,-58823.529411764706,USD,2024-12-22,2025-06-20,0.05363999894838616,BANK_074,bank,2024-12-31,False,Bank_074,A,mock_generator,1.0
MBK_00005275,interbank_loan,32102,86765526.20594063,RUB,2024-12-06,2025-06-04,0.15805258299101876,BANK_075,bank,2024-12-31,True,Bank_075,A,mock_generator,1.0
MBK_00005276,interbank_loan,32001,370644.26760597934,USD,2024-12-21,2025-01-04,0.05301689140532609,BANK_076,bank,2024-12-31,True,Bank_076,BBB,mock_generator,1.0
MBK_00005277,interbank_loan,32001,-393226175.3723426,RUB,2024-12-31,2025-01-01,0.1733312554265501,BANK_077,bank,2024-12-31,False,Bank_077,A,mock_generator,1.0
MBK_00005278,interbank_loan,32001,-5357702.727482589,RUB,2024-12-22,2025-01-05,0.16483067594454795,BANK_078,bank,2024-12-31,False,Bank_078,AAA,mock_generator,1.0
MBK_00005279,interbank_loan,32101,55425373.88317137,RUB,2024-12-31,2025-01-01,0.1660268822698886,BANK_079,bank,2024-12-31,True,Bank_079,AA,mock_generator,1.0
MBK_00005280,interbank_loan,32102,-56976926.76498277,RUB,2024-12-09,2025-12-09,0.16216388207066412,BANK_080,bank,2024-12-31,False,Bank_080,A,mock_generator,1.0
MBK_00005281,interbank_loan,32001,684893.2631280349,USD,2024-12-30,2025-01-13,0.05840559305564784,BANK_081,bank,2024-12-31,True,Bank_081,AAA,mock_generator,1.0
MBK_00005282,interbank_loan,32102,-46257223.41350439,RUB,2024-12-22,2025-01-05,0.17393993401239413,BANK_082,bank,2024-12-31,False,Bank_082,BBB,mock_generator,1.0
MBK_00005283,interbank_loan,32002,-38815902.810671836,RUB,2024-12-29,2025-03-29,0.16776053714883027,BANK_083,bank,2024-12-31,False,Bank_083,AA,mock_generator,1.0
MBK_00005284,interbank_loan,32001,271750.29661255504,USD,2024-12-09,2025-06-07,0.0653025588325894,BANK_084,bank,2024-12-31,True,Bank_084,BBB,mock_generator,1.0
MBK_00005285,interbank_loan,32001,5000000.0,RUB,2024-12-28,2025-01-11,0.16788246258665082,BANK_085,bank,2024-12-31,True,Bank_085,A,mock_generator,1.0
MBK_00005286,interbank_loan,32102,-39502351.81545321,RUB,2024-12-19,2025-03-19,0.1672746320673107,BANK_086,bank,2024-12-31,False,Bank_086,BB,mock_generator,1.0
MBK_00005287,interbank_loan,32102,-42494153.86353012,RUB,2024-12-31,2025-01-01,0.16837189913529457,BANK_087,bank,2024-12-31,False,Bank_087,BBB,mock_generator,1.0
MBK_00005288,interbank_loan,32002,-208217854.32432708,RUB,2024-12-19,2025-01-02,0.15916112247631078,BANK_088,bank,2024-12-31,False,Bank_088,BBB,mock_generator,1.0
MBK_00005289,interbank_loan,32102,25833019.29197416,RUB,2024-12-26,2025-01-02,0.17378986862915013,BANK_089,bank,2024-12-31,True,Bank_089,BBB,mock_generator,1.0
MBK_00005290,interbank_loan,32102,491102.04375030065,USD,2024-12-15,2025-12-15,0.06501896567001549,BANK_090,bank,2024-12-31,True,Bank_090,AA,mock_generator,1.0
MBK_00005291,interbank_loan,32101,-58823.529411764706,EUR,2024-12-24,2025-01-23,0.04103753429220281,BANK_091,bank,2024-12-31,False,Bank_091,BBB,mock_generator,1.0
MBK_00005292,interbank_loan,32102,475455686.0680918,RUB,2024-12-08,2025-01-07,0.16299524607285484,BANK_092,bank,2024-12-31,True,Bank_092,BBB,mock_generator,1.0
MBK_00005293,interbank_loan,32101,-15988758.017014695,RUB,2024-12-28,2025-01-27,0.16023368678767613,BANK_093,bank,2024-12-31,False,Bank_093,A,mock_generator,1.0
MBK_00005294,interbank_loan,32001,109371399.09119728,RUB,2024-12-31,2025-01-01,0.17170514108137033,BANK_094,bank,2024-12-31,True,Bank_094,A,mock_generator,1.0
MBK_00005295,interbank_loan,32101,61965785.46546695,RUB,2024-12-21,2025-01-20,0.16681604882218154,BANK_095,bank,2024-12-31,True,Bank_095,A,mock_generator,1.0
MBK_00005296,interbank_loan,32002,-5000000.0,RUB,2024-12-09,2025-01-08,0.1566251951464707,BANK_096,bank,2024-12-31,False,Bank_096,BBB,mock_generator,1.0
MBK_00005297,interbank_loan,32001,-300975421.48190624,RUB,2024-12-10,2025-03-10,0.17283431513077685,BANK_097,bank,2024-12-31,False,Bank_097,A,mock_generator,1.0
MBK_00005298,interbank_loan,32101,11537734.833358224,RUB,2024-12-29,2025-01-28,0.1734899265901849,BANK_098,bank,2024-12-31,True,Bank_098,BBB,mock_generator,1.0
MBK_00005299,interbank_loan,32002,-5647239.139260412,RUB,2024-12-22,2025-12-22,0.16925190229493248,BANK_099,bank,2024-12-31,False,Bank_099,A,mock_generator,1.0
MBK_00005300,interbank_loan,32001,-33535299.170532737,RUB,2024-12-28,2025-01-27,0.17060621945117846,BANK_000,bank,2024-12-31,False,Bank_000,BBB,mock_generator,1.0
MBK_00005301,interbank_loan,32102,279247.86436558893,USD,2024-12-21,2025-01-04,0.06843746817723799,BANK_001,bank,2024-12-31,True,Bank_001,A,mock_generator,1.0
MBK_00005302,interbank_loan,32002,-1136733.2054435494,EUR,2024-12-24,2025-01-07,0.04097879573366128,BANK_002,bank,2024-12-31,False,Bank_002,AAA,mock_generator,1.0
MBK_00005303,interbank_loan,32101,19778327.469080437,RUB,2024-12-21,2025-01-04,0.1728800664347162,BANK_003,bank,2024-12-31,True,Bank_003,AA,mock_generator,1.0
MBK_00005304,interbank_loan,32102,58823.529411764706,EUR,2024-12-30,2025-01-06,0.04827981301885724,BANK_004,bank,2024-12-31,True,Bank_004,A,mock_generator,1.0
MBK_00005305,interbank_loan,32002,45657310.14445828,RUB,2024-12-31,2025-01-07,0.15681482064271915,BANK_005,bank,2024-12-31,True,Bank_005,BBB,mock_generator,1.0
MBK_00005306,interbank_loan,32102,6848454.738347573,RUB,2024-12-21,2025-01-04,0.16796498451287614,BANK_006,bank,2024-12-31,True,Bank_006,BBB,mock_generator,1.0
MBK_00005307,interbank_loan,32002,261557729.3092649,RUB,2024-12-31,2025-01-01,0.17091571244711148,BANK_007,bank,2024-12-31,True,Bank_007,AA,mock_generator,1.0
MBK_00005308,interbank_loan,32001,14951123.81514798,RUB,2024-12-31,2025-01-01,0.1635853278414384,BANK_008,bank,2024-12-31,True,Bank_008,A,mock_generator,1.0
MBK_00005309,interbank_loan,32101,-111195099.08796293,RUB,2024-12-30,2025-01-13,0.1645958603230755,BANK_009,bank,2024-12-31,False,Bank_009,A,mock_generator,1.0
MBK_00005310,interbank_loan,32002,627667.1873550222,USD,2024-12-24,2025-12-24,0.05566670394786149,BANK_010,bank,2024-12-31,True,Bank_010,AA,mock_generator,1.0
MBK_00005311,interbank_loan,32002,190538.2458402127,EUR,2024-12-30,2025-01-13,0.035012325544599196,BANK_011,bank,2024-12-31,True,Bank_011,AA,mock_generator,1.0
MBK_00005312,interbank_loan,32002,-7396012.878433977,RUB,2024-12-23,2025-01-06,0.16780156827582757,BANK_012,bank,2024-12-31,False,Bank_012,A,mock_generator,1.0
MBK_00005313,interbank_loan,32102,56903212.92031436,RUB,2024-12-09,2025-06-07,0.1716874145494463,BANK_013,bank,2024-12-31,True,Bank_013,BB,mock_generator,1.0
MBK_00005314,interbank_loan,32102,489115518.977317,RUB,2024-12-05,2025-06-03,0.16997703085945579,BANK_014,bank,2024-12-31,True,Bank_014,A,mock_generator,1.0
MBK_00005315,interbank_loan,32002,18501873.679042894,RUB,2024-12-25,2025-01-01,0.17336412271694635,BANK_015,bank,2024-12-31,True,Bank_015,AA,mock_generator,1.0
MBK_00005316,interbank_loan,32102,5000000.0,RUB,2024-12-24,2025-06-22,0.16185784470105413,BANK_016,bank,2024-12-31,True,Bank_016,BBB,mock_generator,1.0
MBK_00005317,interbank_loan,32001,-99594416.52136405,RUB,2024-12-18,2025-01-01,0.16226528086372483,BANK_017,bank,2024-12-31,False,Bank_017,A,mock_generator,1.0
